"title","date","prompt","date2","fulltext","url"
"Tino Chrupalla: Bleiben Sie standhaft, Herr Bundeskanzler!",NA,"Berlin, 13. Januar 2023. Zur Debatte über die Lieferung von Kampfpanzern vom Typ Leopard 2 an die Ukraine teilt der Vorsitzende der AfD-Fraktion im Deutschen Bundestag, Tino Chrupalla, mit:","Berlin, 13. Januar 2023","„Die Lieferung von deutschen Leopard-Kampfpanzern an die Ukraine würde Deutschland tiefer in den Krieg hineinziehen. Diese Eskalation muss unter allen Umständen verhindert werden. Ich ermutige daher Bundeskanzler Olaf Scholz, seine ablehnende Haltung zur Lieferung von Leopard-Panzern trotz des wachsenden Drucks beizubehalten.Bleiben Sie standhaft, Herr Bundeskanzler! Lassen Sie sich weder von den Scharfmachern in Ihrer Koalition noch von den Partnern im westlichen Bündnis dazu drängen, Deutschland durch eine Zustimmung zur Leopard-Lieferung auf einen verhängnisvollen Weg zu führen. Setzen Sie sich stattdessen für eine diplomatische Friedenslösung ein!“","https://afdbundestag.de/tino-chrupalla-bleiben-sie-standhaft-herr-bundeskanzler/"
"Rüdiger Lucassen: Der miserable Zustand der Bundeswehr ist auch das Ergebnis von Quotendenken",NA,"Berlin, 12. Januar 2023. Seit neun Jahren wird das Verteidigungsministerium durch Frauen geführt. Ursula von der Leyen trat 2013 an, um die Bundeswehr weiblicher zu machen. Seitdem steigt der Anteil weiblicher Führungskräfte in Spitzenpositionen des BMVg und nachgeordneter Bereiche stark an. Die Bevorzugung von Frauen verdeutlicht eine falsche Prioritätensetzung und ist mitverantwortlich für die mangelnde Einsatzbereitschaft der Streitkräfte, kritisiert der verteidigungspolitische Sprecher der AfD-Bundestagsfraktion, Rüdiger Lucassen:","Berlin, 12. Januar 2023. Seit neun Jahren wird das Verteidigungsministerium durch Frauen geführt. Ursula von der Leyen trat 2013","„Die Befähigung der Bundeswehr zur Landesverteidigung ist nicht nur Zuständigkeit, sondern vor allem Pflicht jeder Bundesregierung. Diesem Ziel muss auch die Personalauswahl des BMVg dienen. Doch anstatt nach Kompetenz auszuwählen, haben die Verteidigungsministerinnen von der Leyen, Kramp-Karrenbauer und Christine Lambrecht Leitungspositionen in ihrem Ressort gezielt mit Frauen besetzt. Auffällig ist dabei, dass besonders die notorisch dysfunktionalen Ämter für Beschaffung (BAAINBw), Personal (BAPersBw) und Infrastruktur/Dienstleistungen (BAIUDBw) seit Jahren durch Frauen geführt werden. Auch dem Militärischen Abschirmdienst (BAMAD) steht eine Frau vor.Fest steht: Die Frauenquote ist auf der Leitungsebene des BMVg übererfüllt. An der mangelnden Einsatzbereitschaft der Bundeswehr ändert das nichts. Die unterdurchschnittliche Bilanz des deutschen Wehrressorts ist das beste Argument gegen leistungsfeindliche Quotenregeln und Auswahl nach Geschlecht. Wirkliche Gleichberechtigung belohnt Kompetenz und fördert den Leistungsgedanken. Die Forderung der AfD-Fraktion lautet deshalb: In Zukunft müssen wieder Eignung und Befähigung entscheidend in der Personalpolitik des Verteidigungsministeriums sein. Gelegenheit dazu bietet sich dem Bundeskanzler bei der zu erwartenden Nachbesetzung des Verteidigungsministerpostens.“","https://afdbundestag.de/ruediger-lucassen-der-miserable-zustand-der-bundeswehr-ist-auch-das-ergebnis-von-quotendenken/"
"Kay-Uwe Ziegler: Ärztliche Versorgung aller Bürger flächendeckend gewährleisten","Berlin, 12. Januar 2023. ","Der Mangel an Ärzten in der gesamten Bundesrepublik, vor allem aber in den ländlichen Bereichen spitzt sich aus Sicht der zuständigen Verbände zu. Viele Praxisinhaber gehen in den Ruhestand und an Nachwuchs mangelt es. Auch die Zahnärzte sehen die Versorgung ihrer Patienten in Gefahr. Laut dem Vorsitzenden der Kassenzahnärztlichen Vereinigung (KZV) Sachsen-Anhalt, Jochen Schmidt, fehlen schon heute in Sachsen-Anhalt ausreichend Zahnärzte, um alle Menschen bedarfsgerecht zu versorgen. Immer mehr Menschen meldeten sich, weil sie keine Praxis mehr fänden, die sie als Neupatienten aufnehme. Der Obmann der AfD-Bundestagsfraktion im Gesundheitsausschuss, Kay-Uwe Ziegler, teilt dazu mit:",NA,"„Die Versorgung ist akut gefährdet. Die Ärzte fordern die politisch Verantwortlichen auf, endlich tragfähige Maßnahmen zur Gewährleistung der gesundheitlichen Versorgung in allen Teilen des Landes zu ergreifen. Minister Lauterbach hat diesen bundesweit mit 4.000 beziffert. Dies unterstreicht die Notwendigkeit verstärkter Ausbildung auch an den Universitäten.Ausbildung allein reicht jedoch nicht. Es müssen unbedingt Rahmenbedingungen geschaffen werden, damit die Absolventen vor Ort bleiben. Dazu bedarf es verstärkter Anstrengungen zur Verbesserung der Arbeits- und Lebensbedingungen vor allem in strukturschwachen Regionen, die eine Ansiedlung für junge Arztfamilien attraktiv machen. Die Problemkreise sind vielfältig: Adäquater Wohnraum, Kindergartenplätze und Schulen, ein attraktives Nahverkehrsangebot gehören genauso dazu wie bedarfsgerechte Organisationsstrukturen des Gesundheitswesens mit einer Personalausstattung, die Überlastung und Resignation verhindert.Die AfD-Bundestagsfraktion warnt seit Jahren vor einer drohenden Unterversorgung und fordert Maßnahmen wie die Erhöhung der Zahl der Studienplätze und eine spezielle und gezielte Förderung des ländlichen Raumes. Die Gesundheitspolitik der Bundes- und Landesregierungen hat sich mit Schattenkämpfen gegen Corona verausgabt, denn die tatsächlichen Herausforderungen im Gesundheitswesen wurden dabei ignoriert. Das muss sofort aufhören, damit die Versorgung aller Bürger flächendeckend gewährleistet werden kann.“","https://afdbundestag.de/kay-uwe-ziegler-aerztliche-versorgung-alle-buerger-flaechendeckend-gewaehrleisten/"
"Steffen Kotré: Deutschland wird mit Ausstieg aus der Kernenergie zum Geisterfahrer",NA,"Berlin, 12. Januar 2023. In Belgien ist die Laufzeit der beiden letzten verbliebenen Kernkraftwerke um 10 Jahre verlängert worden. Eines der letzten Länder, das aus der Kernenergie aussteigen wollte, steigt wieder ein.","Berlin, 12. Januar 2023","Dazu teilt der energiepolitische Sprecher der AfD-Bundestagsfraktion, Steffen Kotré, mit:„Nun müsste jedem klar sein, dass es zur Zeit und mit den gegebenen Energieerzeugungskapazitäten keine Alternative zur Kernenergie gibt. Nur deutsche Politiker und die Bundesregierung weigern sich, die Realität der nunmehr sicheren und reststoffarmen Kernenergie wahrzunehmen. Dieselben Politiker, die immer vor deutschen Sonderwegen warnen, sind nun Geisterfahrer. In einer Welt, in der die neuesten Generationen der Kernreaktoren überall in der Diskussion, in der Planung oder im Bau sind, verhindern sie die gesicherte, die preiswerte und die umweltverträgliche Stromerzeugung. Damit tun sie das Gegenteil dessen, wozu sie verpflichtet sind. Sie schädigen das deutsche Volk.Die AfD-Fraktion fordert deshalb den sofortigen Ausstieg vom Ausstieg aus der Kernenergie.“","https://afdbundestag.de/steffen-kotre-deutschland-wird-mit-ausstieg-aus-der-kernenergie-zum-geisterfahrer/"
"Martin Sichert: Anzeige wegen Zwangsimpfung von 85-jähriger Holocaust-Überlebender erstattet","Berlin, 12. Januar 2023. ","Die 85-jährige Komponistin und Holocaust-Überlebende Inna Zhvanetskaya soll in Deutschland zwangsgeimpft werden, da sie in die geschlossene Psychiatrie eingewiesen wird. Das zuständige Gericht in Stuttgart und die Betreuerin von Inna Zhvanetskaya haben der Zwangsimpfung zugestimmt bzw. diese angeordnet. Dazu teilt der gesundheitspolitische Sprecher der AfD-Bundestagsfraktion, Martin Sichert, mit:",NA,"„Niemand sollte gegen seinen Willen zur Teilnahme an einem medizinischen Experiment – egal welcher Art, auch nicht der Corona-Gentherapie – gezwungen werden, erst recht nicht schutzbedürftige Menschen in psychiatrischer Behandlung. Artikel 2 des Grundgesetztes schützt das Recht auf körperliche Unversehrtheit. Dieses Recht wird der alten Dame genommen. Dass es sich bei Inna Zhvanetskaya dabei auch noch um eine Holocaust-Überlebende handelt, macht den hier vorliegenden Fall noch ungeheuerlicher. Unsere Fraktion fordert seit Monaten, alle Corona-Zwangsmaßnahmen abzuschaffen und hat dabei eine allgemeine Impfpflicht mit Erfolg verhindert. Daher habe ich heute Anzeige gegen die zuständige Richterin sowie die Betreuerin von Frau Zhvanetskaya erstattet.“","https://afdbundestag.de/martin-sichert-anzeige-wegen-zwangsimpfung-von-85-jaehriger-holocaust-ueberlebender-erstattet/"
"Götz Frömming: AfD-Fraktion fordert schonungslose Debatte über Ursachen zunehmender Gewalt gegen Lehrer",NA,"Berlin, 12. Januar 2023. Zur Tötung einer Lehrerin durch einen 17-jährigen Schüler in Ibbenbüren teilt der schulpolitischer Sprecher und parlamentarischer Geschäftsführer der AfD-Fraktion im Deutschen Bundestag, Götz Frömming, mit:","Berlin, 12. Januar 2023","„Wir sind entsetzt über diese brutale Tat und trauern mit den Angehörigen des Opfers. Die von Jahr zu Jahr zunehmende psychische und körperliche Gewalt gegen Lehrer ist erschreckend. Einer repräsentativen Befragung der Lehrergewerkschaft VBE zufolge, kam es in den vergangenen fünf Jahren bundesweit an einem Drittel aller Schulen zu körperlichen Angriffen auf Lehrer. In Nordrhein-Westfalen, wo nun ein 17-Jähriger mit Migrationshintergrund seine Lehrerin erstochen hat, berichtete sogar jede zweite Schule über physische Gewalt gegen Lehrer. Es ist skandalös, dass die verantwortlichen Regierungsparteien in Bund und Ländern diese alarmierenden Zahlen weitgehend ignoriert haben.Die AfD-Fraktion fordert eine restlose Aufklärung dieses schrecklichen Verbrechens und eine ehrliche Debatte ohne ideologische Tabus über die gesellschaftlichen Ursachen der zunehmenden Gewalt gegen Lehrer. Wenn die Politik noch länger untätig bleibt, werden wir bald in vielen Bundesländern Verhältnisse wie in den Vororten von Paris oder Malmö haben. Schon heute bleiben beispielsweise in Berlin viele Lehrerstellen unbesetzt, weil sich junge Menschen nicht mehr in ausreichender Zahl für diesen an sich sehr schönen Beruf gewinnen lassen.“","https://afdbundestag.de/goetz-froemming-afd-fraktion-fordert-schonungslose-debatte-ueber-ursachen-zunehmender-gewalt-gegen-lehrer/"
"Malte Kaufmann: Die Konjunkturperspektiven der Weltbank sind ein Weckruf für die Regierung",NA,"Berlin, 11. Januar 2023. In ihrem Bericht zu den globalen Wirtschaftsaussichten warnt die Weltbank vor einer weltweiten Rezession und vor Preisschockwellen. Die Konjunkturperspektiven für die Weltwirtschaft werden auf 1,7 Prozent und in der Eurozone auf 0,5 Prozent nach unten korrigiert. Neben anderen Herausforderungen sieht die Weltbank Energiepreise als eines der Probleme in der Wirtschaftskrise. Dazu erklärt der AfD-Bundestagsabgeordnete und Obmann im Wirtschaftsausschuss, Malte Kaufmann:","Berlin, 11. Januar 2023","„Die Konjunkturperspektiven der Weltbank für die Weltwirtschaft sind ein Weckruf für die Bundesregierung. Doch anstatt verantwortungsbewusst zum Wohle des deutschen Volkes zu handeln, stellt sie sich als Opfer und als von den Umständen getrieben dar und befeuert die Energiekosten tagtäglich aufs Neue. Durch die inzwischen höchsten Strompreise der Welt benachteiligt die Bundesregierung deutsche Firmen im internationalen Wettbewerb. Die Folgen dieser Politik sind schwerwiegend: Investitionsflaute, Deindustrialisierung und gesamtwirtschaftliche Rezession.Die Ursache für die Rezession im Jahr 2020 war nicht primär das Auftreten des Coronavirus, sondern die Lockdowns, 2G-Beschlüsse und andere unverhältnismäßige Auflagen. Gleichermaßen Grund an den exorbitanten Preissteigerungen im letzten Jahr und an der aktuellen Energieknappheit waren zu einem maßgeblichen Teil hausgemachte Faktoren: Nämlich insbesondere die irrsinnige Energiewende und die Abschaltung von Kernkraftwerken in Deutschland. Hinzu kommen die Energie-Sanktionen, für die Europa weitere Kosten in Höhe von rund einer Billion US-Dollar verkraften muss.Die stur ideologiegetriebene und eben nicht lösungsorientierte Politik der Regierung ist das größte Problem dieses Landes. Die starken Energiepreissteigerungen wären vermeidbar. Unsere deutsche Wirtschaft braucht günstige und zuverlässige Energie zu Industriepreisen. Durch Diversifizierung von Energiequellen, Rücknahme des Ausstieges aus der Kernenergie und durch den sofortigen Stopp des Kohleausstieges könnte die Energieknappheit vermieden werden. Die Teuerung könnte außerdem durch die Abschaffung der CO2-Steuer und weitere dauerhafte Steuererleichterungen signifikant gesenkt werden. Diese Lösungskonzepte der AfD-Fraktion muss die Bundesregierung ernst nehmen, um weitere Preisschockwellen zu vermeiden.“","https://afdbundestag.de/malte-kaufmann-die-konjunkturperspektiven-der-weltbank-sind-ein-weckruf-fuer-die-regierung/"
"Martin Hess: Eskalation der Gewalt in Lützerath ist Klimaterrorismus",NA,"Berlin, 11. Januar 2023. Der stellvertretende innenpolitische Sprecher der AfD-Bundestagsfraktion, Martin Hess, erklärt zur Räumung des von sogenannten „Klimaaktivisten“ besetzten Braunkohle-Ortes Lützerath:","Berlin, 11. Januar 2023","„Wenn Polizeibeamte, die in unserem Staat Recht und Ordnung wiederherstellen, zur Durchsetzung klimaideologischer Ziele mit Molotow-Cocktails, Silvester-Böllern und Steinen beworfen werden, ist das klar und deutlich zu benennender Klimaterrorismus. Wieder einmal werden unter dem Deckmantel des Klimaschutzes schwerste Straftaten von Linksextremisten verübt. Diese radikalen Klimaterroristen zeigen zum wiederholten Male, wie hoch ihre kriminelle Energie ist und dass sie keine Skrupel haben, Menschen schwer zu verletzen und deren Tod billigend in Kauf zu nehmen. Diese Gewaltverbrecher setzen sogar unschuldige Kinder als Schutzschilde gegen polizeiliche Maßnahmen ein.Die Verantwortlichen in der Politik haben dem hemmungslosen Treiben dieser kriminellen Vereinigung zu lange tatenlos zugeschaut. Wir von der AfD-Fraktion haben stets vor den Folgen gewarnt, denn es war vorhersehbar, dass es wie jetzt in Lützerath zu gewalttätigen Übergriffen durch diese Linksextremen kommen würde. Erneut müssen nun Polizeibeamte die Konsequenzen vor Ort tragen. Hinzu kommen die Kosten für diesen Großeinsatz, die der eh schon gebeutelte Steuerzahler tragen muss. Wer angesichts dieser massiven Angriffe diesen Klimaterrorismus weiterhin relativiert, verharmlost oder gar leugnet, ist Mittäter bei diesem terroristischen Angriff auf unseren Rechtsstaat. Den eingesetzten Polizeikräften wünsche ich einen erfolgreichen Einsatzverlauf und hoffe, dass alle Kollegen gesund bleiben.“","https://afdbundestag.de/martin-hess-eskalation-der-gewalt-in-luetzerath-ist-klimaterrorismus/"
"Leif-Erik Holm: Merz spricht nur aus, was jeder normale Mensch denkt",NA,"Berlin, 11. Januar 2023. Zur Debatte um die Äußerungen von CDU-Chef Friedrich Merz zu den Berliner Silvesterkrawallen äußert sich der stellvertretende Vorsitzende der AfD-Bundestagsfraktion, Leif-Erik Holm, wie folgt: ","Berlin, 11. Januar 2023","„Die Kritik von Friedrich Merz an den katastrophalen Folgen von Massenzuwanderung und gescheiterter Integration ist völlig berechtigt. Die empörten Reaktionen links der politischen Mitte zeigen nur, dass er einen wunden Punkt getroffen hat. Wer das skandalisiert, will nur von den wahren Problemen ablenken. Doch die sind spätestens seit der Silvesternacht für jedermann sichtbar geworden. Merz hat nur ausgesprochen, was jeder normale Mensch in Deutschland denkt.Allerdings: Die ‚haltet den Dieb‘-Rufe des CDU-Chefs können über das Versagen seiner Partei und ihrer Verantwortung an den unhaltbaren Zustände nicht hinwegtäuschen. Parallelgesellschaften, Integrationsverweigerung, mangelnder Respekt vor unseren Werten und Verachtung unseres Staates und seiner Autoritäten sind auch die Folge jahrelanger Einwanderungspolitik CDU-geführter Bundes- und Landesregierungen.Deswegen brauchen wir aus Sicht der AfD-Bundestagsfraktion jetzt nicht die nächste Alibi-Integrationsdebatte mit den üblichen Scheinforderungen, sondern endlich knallharte Konsequenzen. Es darf keinen kulturellen Rabatt mehr für Straftäter mit Migrationshintergrund geben und keine falschen Rechtfertigungsversuche. Kriminelle Ausländer müssen konsequent abgeschoben werden. Wer sich nicht an unsere Gesetze hält, hat sein Gastrecht verwirkt. Zudem müssen wir den Zuzug aus den bekannten Problemländern rigoros begrenzen. Wer kulturfremde Einwanderung im Umfang einer Großstadt pro Jahr duldet, darf sich über die wachsende Zahl sogenannter ‚kleiner Paschas‘ hierzulande nicht beklagen.“","https://afdbundestag.de/leif-erik-holm-merz-spricht-nur-aus-was-jeder-normale-mensch-denkt/"
"Dirk Spaniel: Mobilitätsgipfel der Bundesregierung an Absurdität kaum zu überbieten",NA,"Berlin, 11. Januar 2023. Der verkehrspolitische Sprecher der AfD-Bundestagsfraktion, Dirk Spaniel, kritisiert Form und Inhalt des ersten Spitzengesprächs der „Strategieplattform Transformation der Automobil- und Mobilitätswirtschaft“ scharf:","Berlin, 11. Januar 2023","„Kanzler Scholz hat mit seinem Mobilitätsgipfel die historische Chance vertan, die fatal-destruktive Verkehrspolitik der Merkel-Zeit zu revidieren. Stattdessen zeigt sich die ideologische Schere im Kopf der linksgrünen Politblase in vollem Ausmaß: Händeringend sucht man nach Möglichkeiten, die sogenannte Emissionsminderungslücke zu schließen und setzt dabei weiter auf wirtschafts- und technologiefeindliche Staatseingriffe in den Markt. Dabei läge die Lösung mit E-Fuels auf der Hand. Sie sind CO2-neutral, können mit den vorhandenen Verbrennungsmotoren genutzt werden und es bedarf keiner neuen Ladeinfrastruktur, die für die E-Mobilität weitgehend auf Steuerzahlerkosten erst aufgebaut werden muss.Aus Sicht der AfD-Fraktion belegt allein der Name des ,Gipfeltreffens‘ den planwirtschaftlichen Charakter. Die Bundesregierung hat sich in ihrer Politik ganz offensichtlich verrannt. Während weite Teile der Industrie die Vorteile von E-Fuels erkannt haben, will man hierzulande die Automobilwirtschaft dazu verdonnern, bis 2030 15 Millionen vollelektrisches Fahrzeuge auf den Markt zu bringen.Die auch auf dem Gipfel besprochenen CO2-Grenzwerte für LKW werden den Warentransport massiv verteuern und vor allem in Zeiten von ohnehin fragilen Lieferketten weiter gefährden.Insgesamt ist die Ziel- und Prioritätensetzung des Gipfels völlig falsch.“","https://afdbundestag.de/dirk-spaniel-mobilitaetsgipfel-der-bundesregierung-an-absurditaet-kaum-zu-ueberbieten/"
"Martin Sichert: AfD-Fraktion bringt Antrag für sofortiges Ende aller Corona-Maßnahmen in den Bundestag",NA,"Berlin, 11. Januar 2023. Weitere Bundesländer haben angekündigt, die Maskenpflicht im öffentlichen Personennahverkehr abzuschaffen. Zudem wird darüber diskutiert, die Isolationspflicht für Corona-infizierte Personen zu beenden. Besonders Union und FDP, allen voran Bundesjustizminister Buschmann (FDP), fordern in den Medien ein baldiges Ende der Corona-Maßnahmen.","Berlin, 11. Januar 2023","Dazu teilt der gesundheitspolitische Sprecher der AfD-Bundestagsfraktion, Martin Sichert, mit:„Ich begrüße den Vorstoß weiterer Bundesländer, die Masken- und Isolationspflicht aufzuheben. Seit der Omikron-Variante ist Corona nicht gefährlicher als die Grippe, folglich sollten die Maßnahmen bei Corona auch nicht schärfer als bei der Grippe sein. Unsere Bundestagsfraktion fordert schon seit Monaten, endlich alle Corona-Maßnahmen zu beenden. Masken-, Isolations- und partielle Impfpflicht darf es nicht länger geben. Diese Maßnahmen sind Relikte einer völlig überzogenen Corona-Politik. Daher werden wir für die kommende Sitzungswoche einen Antrag in den Deutschen Bundestag einbringen, der das sofortige Ende aller Corona-Maßnahmen fordert. Wir sind gespannt, ob Union und FDP endlich Farbe bekennen und unserem Antrag zustimmen.“","https://afdbundestag.de/martin-sichert-afd-fraktion-bringt-antrag-fuer-sofortiges-ende-aller-corona-massnahmen-in-den-bundestag/"
"Jan Wenzel Schmidt: Bundesregierung fördert linkes Kampfsport-Projekt","Berlin, 10. Januar 2023. ",NA,NA,"Insgesamt wurden in den Jahren 2020–2022 539.614,82 Euro allein aus Mitteln des Förderprogramms „Demokratie Leben!“ des Bundesministeriums für Familie, Senioren, Frauen und Jugend (BMFSFJ) zur Verfügung gestellt, davon 468.840,41 Euro für Personalkosten. Weitere 7.500 Euro erhielt das Modellprojekt von der ebenfalls vom BMFSFJ geförderten Amadeu-Antonio-Stiftung. Kofinanziert wurde es mit 31.500 Euro von der Niedersächsischen Lotto-Sport-Stiftung sowie mit 6.000 Euro von der Deutschen Sportjugend (DSJ). Jan Wenzel Schmidt stellt dazu fest:„Die linke Szene hat sich ein Netz von Vereinen geschaffen, um öffentliche Fördermittel für Antifa-Projekte im Kampfsport abzugreifen. Dazu gehören offenbar auch Lotto-Gelder, die eigentlich gemeinnützigen Zwecken zugutekommen sollten. Dass es offenbar zwischen den Finanziers und den Mittelempfängern auch noch personelle Überschneidungen gibt, ist skandalös. Der Verdacht, dass hier Einnahmen aus den staatlichen Lotterien für linke Günstlingswirtschaft missbraucht werden, liegt auf der Hand.“","https://afdbundestag.de/jan-wenzel-schmidt-bundesregierung-foerdert-linkes-kampfsport-projekt/"
"Ulrike Schielke-Ziesing: Arbeitnehmer dürfen nicht um ihre erworbenen Rentenansprüche geprellt werden",NA,"Berlin, 10. Januar 2023. In einem Interview mit der Süddeutschen Zeitung fordert die Wirtschaftsweise Monika Schnitzer aus Gründen der Finanzierbarkeit eine Kürzung höherer Renten: „Wer üppige Rentenansprüche erarbeitet hat, bekäme dann etwas weniger“.","Berlin, 10. Januar 2023","Dazu erklärt die rentenpolitische Sprecherin der AfD-Bundestagsfraktion, Ulrike Schielke-Ziesing:„Auch wenn die Verzweiflung auf der Suche nach neuen Einnahmequellen für die Rentenkasse noch so groß ist: Allein die Idee, Arbeitnehmer willkürlich um ihre erworbenen Rentenansprüche zu prellen, ist abenteuerlich. Und wer entscheidet in Zukunft, was ,üppig‘ ist?Wir als AfD-Bundestagsfraktion halten das für einen Irrweg: Die Rentenversicherung heißt aus gutem Grund ,Versicherung‘. Dahinter steht die Idee, dass, wer mehr einzahlt, auch entsprechend mehr herausbekommt. Dieses Prinzip hat man bereits in Teilen aufgeweicht, um zum Beispiel Bezieher von niedrigen Renten zu unterstützen. Wenn jetzt auch noch die höheren Renten ins Visier der Politik kommen, können wir das ganze System auch einfach beenden. Wer soll denn bitteschön in Zukunft noch freiwillig arbeiten, gerne länger, wenn er weiß, dass ihm so oder so sein Lebensstandard im Alter genommen wird?Dass sich Leistung in unserem Land schon lange nicht mehr lohnt, das erleben die Menschen inzwischen tagtäglich. In seiner unersättlichen Gier nimmt der Staat den Bürgern, was er kriegen kann. Das Ganze wird den Menschen als sozial gerecht verkauft. Dass willkürliche Umverteilung aber auf Dauer keinen Wohlstand schafft, sondern vernichtet, dürfte einer ,Wirtschaftsweisen‘ eigentlich bekannt sein. Dass solche abstrusen Vorschläge dennoch aus dieser regierungsnahen Ecke kommen, ist geradezu ein Alarmsignal. Als AfD-Bundestagsfraktion werden wir alles dafür tun, dass solche Ideen nicht umgesetzt werden.“","https://afdbundestag.de/ulrike-schielke-ziesing-arbeitnehmer-duerfen-nicht-um-ihre-erworbenen-rentenansprueche-geprellt-werden/"
"Uwe Schulz: Lieferkettengesetz nächster Sargnagel für die heimische Wirtschaft",NA,"Berlin, 10. Januar 2023. Zur Einführung des Lieferkettensorgfaltspflichtengesetzes (LkSG) teilt der AfD-Bundestagsabgeordnete Uwe Schulz, Mitglied des Wirtschaftsausschusses, mit:","Berlin, 10. Januar 2023","„Das mit Jahreswechsel in Kraft getretene Lieferkettensorgfaltspflichtengesetz (LkSG) ist ein weiterer Versuch, die Welt auf Kosten der deutschen Wirtschaft zu verbessern und zu retten. Dieses Überwachungsgesetz fordert die Umsetzung weitreichender Pflichten zum Schutz von Menschen- und Umweltrechten durch deutsche Unternehmen. Dieser deutsche Alleingang bedeutet für die krisengebeutelte deutsche Wirtschaft neue Herausforderungen und weitere bürokratische Hürden. Die Bundesregierung agiert hier, als ob hohe Energiepreise, Steuern, Inflation und die Umsetzung der sogenannten ,Transformation Deutschlands‘ den Wirtschaftsstandort nicht schon genug belasten würden. Es bleibt zu befürchten, dass die Deindustrialisierung Deutschlands durch diesen bürokratischen Wahnsinn weiter vorangetrieben wird. Der Katalog der durch die Unternehmen zu überprüfenden möglichen Verfehlungen ist lang und kann nicht nur eine Abwanderung deutscher Unternehmen aus den Produktionsländern bewirken, sondern auch den Wirtschaftsstandort Deutschland nachhaltig beschädigen.Mit diesem Gesetz findet eine Wettbewerbsverzerrung auf deutsche Kosten statt. Daher fordert die AfD-Fraktion eine grundlegende Überarbeitung dieses Gesetzes.“","https://afdbundestag.de/uwe-schulz-lieferkettengesetz-naechster-sargnagel-fuer-die-heimische-wirtschaft/"
"Steffen Janich: AfD-Fraktion gegen weitere Verschärfungen des Waffenrechts",NA,"Berlin, 10. Januar 2023. Obwohl der Koalitionsvertrag der Ampel-Koalition vorsieht, zunächst die waffenrechtlichen Änderungen der letzten Jahre zu evaluieren, soll laut einem Bericht mehrerer Medien inzwischen ein 48seitiger Referentenentwurf aus dem Innenministerium existieren. Dieser Entwurf sieht das generelle Verbot der über 225.000 halbautomatischen Feuerwaffen in Deutschland vor, wenn diese aussehen wie „kriegsähnliche Waffen“. Das betrifft etwa halbautomatische Nachbildungen des AR 15. Zur Begründung heißt es, dass gerade dieser Waffentyp besonders anziehend für Amokläufer und Terroristen sei. Diese Feststellung ist deshalb abenteuerlich, weil vollautomatische Waffen in Deutschland bereits unter das Kriegswaffenkontrollgesetz fallen und ihr unerlaubter Besitz schon heute ein Verbrechen ist. Darüber hinaus soll künftig der Erwerb von Schreckschusswaffen und Armbrüsten erlaubnispflichtig werden. Darüber hinaus werden nach dem Entwurf Erwerber von erlaubnispflichtigen Waffen verpflichtet, unabhängig von ihrem Alter ihre waffenrechtliche Eignung durch die Beibringung eines ärztlichen und psychologischen Attestes auf eigene Kosten nachzuweisen.","Berlin, 10. Januar 2023","Der AfD-Bundestagsabgeordnete Steffen Janich erklärt hierzu:„Bundesinnenministerin Nancy Faeser führt den nächsten Alleingang im Waffenrecht durch. Mehrfach schon ist sie durch Verbotsfantasien in ihren Stellungnahmen gegenüber der Presse aufgefallen. Jetzt schafft sie Fakten. Insgesamt lesen sich die Pläne von Frau Faeser wie ein reiner Schaufensterantrag, der sowohl am Koalitionsvertrag als auch an der Realität vorbeigeht. Kein Wort wurde verlautbart zu der Frage, dass kriminelle Migranten bereits zum letzten Jahreswechsel über mehr als zu viele SRS-Waffen verfügten. Entwaffnungen der Zivilbevölkerung verhindern keine Straftaten, sie machen Opfer von Straftaten nur wehrloser.Symptomatisch für den Inszenierungseifer von Frau Faeser ist auch der Umstand, dass die Presse den Entwurf zur Kenntnis erhalten hat, bevor dieser dem Deutschen Bundestag zugeleitet wurde. Dies ist eine Missachtung des Parlamentes. Es steht zu erwarten, dass die FDP-Fraktion letztlich einknicken wird, um den ,lieben Frieden‘ der Ampelkoalition nicht zu gefährden. Einzig und allein die AfD-Fraktion ist der Garant dafür, dass das Waffenrecht nicht weiter verschärft wird.“","https://afdbundestag.de/steffen-janich-afd-fraktion-gegen-weitere-verschaerfungen-des-waffenrechts/"
