headline,title,subtitle,date,meta,text,url
Statement von Achim Post,Der ganz besondere Söder-Opportunismus,"  Viktor Orban verlässt die EVP - und auf einmal will ihn auch Markus Söder rauswerfen. Darin zeigt sich aus Sicht von Achim Post der ""ganz besondere Söder-Opportunismus"".",06.03.2021,,"„Wer zu spät kommt, den bestraft das Leben: Dass gilt auch für Markus Söder. Erst jetzt, wo Viktor Orban sowieso schon auf halbem Wege aus der konservativen europäischen Parteienfamilie heraus ist, ist auch Markus Söder für den Rauswurf des Anti-Demokraten Orban. Diese Erkenntnis kommt Jahre zu spät. Sie offenbart einmal mehr den ganz besonderen Söder-Opportunismus. Solange ihm Viktor Orban ein hilfreicher Stichwortgeber für seinen eigenen Anti-Flüchtlings-Populismus war, hat er ihn hofiert wie kein zweiter. Jetzt, wo sich Söder als Vorzeige-Vernunft-Politiker neu zu erfinden versucht, will er von seiner alten Männer-Freundschaft nichts mehr wissen. Aber immerhin: Besser spät als nie. Anders der neue CDU-Vorsitzende Armin Laschet. Er übt sich in seiner Lieblingsdisziplin: Nichts sehen - nichts hören - nichts sagen.“",https://www.spdfraktion.de/presse/statements/ganz-besondere-soeder-opportunismus
Statement von Dirk Wiese,"""Rasse"" aus dem Grundgesetz streichen","  Der Begriff ""Rasse"" wird aus dem Grundgesetz gestrichen und durch die Formulierung eines Diskriminierungsverbots ""aus rassistischen Gründen"" ersetzt, berichtet SPD-Fraktionsvize Dirk Wiese.",06.03.2021,,"„Ich freue mich, dass der Bundesinnenminister dem Vorschlag von Bundesjustizministerin Christine Lambrecht zur Neuformulierung von Artikel 3 Abs. 3 Grundgesetz zugestimmt hat. Mit der Formulierung eines Diskriminierungsverbots ""aus rassistischen Gründen"" können wir den Begriff ""Rasse"" aus dem Grundgesetz streichen, ohne den bisherigen Schutzbereich zu verkleinern. Es ist jetzt ganz wichtig, dass der Gesetzentwurf zur Änderung des Grundgesetzes schnell im Kabinett beschlossen wird, damit er ins Parlament kommt. Unser Ziel ist es, die Grundgesetzänderung noch in dieser Legislaturperiode in Bundestag und Bundesrat abzuschließen.“",https://www.spdfraktion.de/presse/statements/rasse-grundgesetz-streichen
Statement von Dirk Wiese,Notwendige Reaktion auf zahlreiche Missbrauchsfälle,"  Die Koalition hat sich geeinigt, strafrechtlich schärfer gegen sexualisierte Gewalt gegen Kinder vorzugehen. Für SPD-Fraktionsvize Dirk Wiese ein besonders wichtiger Schritt.",06.03.2021,,„Bei der Bekämpfung von sexualisierter Gewalt gegen Kinder und Kinderpornografie ist die Verständigung der Koalitionsfraktionen ein besonders wichtiger Schritt. Gleichzeitig ist es die notwendige Reaktion auf die zahlreichen Missbrauchsfälle in den letzten Jahren. Die SPD verurteilt jegliche Gewalt an Kindern. Der Kinderschutz steht bei uns an erster Stelle. Der Entwurf von Bundesjustizministerin Christine Lambrecht hat hier bereits Maßstäbe gesetzt und wird jetzt infolge der Einigung verabschiedet werden.“,https://www.spdfraktion.de/presse/statements/notwendige-reaktion-zahlreiche-missbrauchsfaelle
Statement von Matthias Bartke,Abgeordnetenbestechlichkeit muss als Verbrechen eingestuft werden!,"  Nach den jüngsten Skandalen um duibise Masken-Geschäfte von Unionsabgeordneten fordert Matthias Bartke, dass Abgeordnetenbestechung als Verbrechen eingestuft werden muss. ",05.03.2021,,"„Die neuen Enthüllungen über weitere dubiöse Geschäfte von Unionspolitikern im Rahmen der Beschaffung von Atemschutzmasken sind besorgniserregend. Wir müssen jetzt entschlossen dem Eindruck entgegenwirken, dass Bundestagsabgeordnete käuflich wären. Dafür brauchen wir eine umfassende Reform der Transparenzregeln für Bundestagsabgeordnete.

Abgeordnetenbestechlichkeit nach Paragraph 108e StGB muss unbedingt als Verbrechen eingestuft werden. Die bestehenden Verhaltensregeln der Geschäftsordnung des Bundestages sind außerdem offensichtlich reformbedürftig. Wir erwarten, dass wir mit unserem Koalitionspartner bereits nächste Sitzungswoche deutliche Verschärfungen einführen.“",https://www.spdfraktion.de/presse/statements/abgeordnetenbestechlichkeit-muss-verbrechen-eingestuft
Statement von Jens Zimmermann, Bundesbank übermittelte BaFin keine schriftliche Analyse,"  Im Wirecard-Untersuchungsausschuss kam heraus, dass die Bundesbank selbst auf eine Stellungsnahme zum Leerkaufsverbot verzichtete, berichtet Obmann Jens Zimmermann.",05.03.2021,,"""In dieser Woche wurde in Zeugenbefragungen mehrerer Führungskräfte der Bundesbank der Vorwurf widerlegt, die Bafin habe beim Leerverkaufsverbot regelwidrig auf eine Stellungnahme der Bundesbank verzichtet.

Am Freitag, dem 15. Februar 2019 wurde die BaFin durch die Staatsanwaltschaft München über eine angebliche Erpressung Wirecards informiert und hat den Erlass eines Leerverkaufsverbots geprüft. Nach Einholung der Zustimmung der ESMA über das Wochenende wurde schließlich am 18.2.2019 ein zweimonatiges Leerverkaufsverbot erlassen.

Die intensive Befragung der Deutschen Bundesbank vor dem Untersuchungsausschuss hat nun in aller Deutlichkeit zutage gefördert, dass die Deutsche Bundesbank aus eigenen Stücken auf ihre Stellungnahme zum Leerverkaufsverbot verzichtet hat. Auch sah sie sich wegen der von der Staatsanwaltschaft München I übermittelten und als glaubhaft bewerteten Informationen zur angeblichen Erpressung der Wirecard AG nicht in ihrem Mandat berührt.

Für mich zeigt sich nach der Beweisaufnahme folgendes Bild: Die Bundesbank hat der BaFin zu keinem Zeitpunkt eine schriftliche Analyse übermittelt. Und die rein mündlich angesprochenen Vorbehalte der Bundesbank zum Leerverkaufsverbot fußten auf minimalistischen Analysen, die den angeblichen Erpressungsversuch bei der Wirecard AG gar nicht erst berücksichtigten. Damit aber klammerte die Deutsche Bundesbank genau jene Informationen aus, die die BaFin maßgeblich zur Maßnahme veranlassten!

Aus der internen Kommunikation der Bundesbank geht zudem hervor, dass es auf der Führungsebene den Versuch gab, die Kommunikation mit der BaFin im Nachhinein bewusst anders darzustellen und ihr die Verantwortung für die nicht erfolgte Stellungnahme zuzuschieben.""",https://www.spdfraktion.de/presse/statements/bundesbank-uebermittelte-bafin-keine-schriftliche-analyse
Statement von Matthias Miersch,Das verpflichtende Tierwohllabel muss endlich kommen,"  Ich fordere die Landwirtschaftsministerin Julia Klöckner auf, die Entschließung des Bundesrates ernst zu nehmen und ihre Verzögerungstaktik beim Tierwohl endlich aufzugeben. ",05.03.2021,,"„Ich fordere die Landwirtschaftsministerin Julia Klöckner auf, die Entschließung des Bundesrates ernst zu nehmen und ihre Verzögerungstaktik beim Tierwohl endlich aufzugeben. Sie muss jetzt dafür sorgen, dass die Borchert-Kommission noch im April ihre Ergebnisse zu den Haltungsformen für mehr Tierwohl vorlegt. Die zeitnahe Vorlage der Kommissionsergebnisse ist die Voraussetzung dafür, dass wir noch in dieser Legislaturperiode die notwendigen gesetzlichen Änderungen vornehmen und die Finanzierungsfrage klären können. Auch das von der SPD-Fraktion und jetzt auch vom Bundesrat geforderte verpflichtende Tierwohllabel muss endlich kommen.“",https://www.spdfraktion.de/presse/statements/verpflichtende-tierwohllabel-muss-endlich-kommen
Statement von Dirk Wiese,Moralisch zutiefst verwerflich,"  Dass ein Mandatsträger bei der Beschaffung von Atemschutzmasken Kapital aus dem Mandat schlägt, ist moralisch zutiefst verwerflich. Die Fraktionsführung der Union muss jetzt für Ordnung in ihren Reihen sorgen.",05.03.2021,,"„Tätigkeiten und Einkünfte neben dem Mandat sind grundsätzlich erlaubt, sollten aber aus meiner Sicht transparent offengelegt werden. Dass ein Mandatsträger bei der Beschaffung von Atemschutzmasken Kapital aus dem Mandat schlägt, ist moralisch zutiefst verwerflich. Sechsstellige Provisionen für die Übermittlung von Kontakten als „marktgerecht“ zu bezeichnen, ist zynisch. Das gilt umso mehr, als der Markt und vor allem die Bürgerinnen und Bürger unter den wirtschaftlichen Folgen der Pandemie gelitten haben. Die Fraktionsführung der Union muss jetzt für Ordnung in ihren Reihen sorgen und dringend die notwendigen Konsequenzen ziehen.“",https://www.spdfraktion.de/presse/statements/moralisch-zutiefst-verwerflich
Infektionsschutzgesetz,Das Parlament stärkt seine Rolle in der Pandemiebekämpfung,  Der Bundestag hat das Fortbestehen der „epidemischen Lage von nationaler Tragweite“ festgestellt. Alle drei Monate muss er das Votum nun erneuern. Das vergrößert seinen Einfluss.,05.03.2021,,"Der Bundestag hat angesichts des weiterhin dynamischen Infektionsgeschehens in dieser Woche das Fortbestehen der „epidemischen Lage von nationaler Tragweite“ festgestellt. 

Grundlage der Regelung ist Paragraf 5 des Infektionsschutzgesetzes (IfSG), der dem Bundestag erstmals zu Beginn der Pandemie im März 2020 ermöglichte, die epidemische Lage nationaler Tragweite festzustellen. Damit erhält der Bundesgesundheitsminister die Möglichkeit, Rechtsverordnungen zu erlassen, beispielsweise auch die Testverordnung oder die Coronavirus-Impfverordnung. Die Feststellung der epidemischen Lage nationaler Tragweite durch den Bundestag ist auch die Voraussetzung dafür, dass die Länder Schutzmaßnahmen wie Kontaktbeschränkungen, Betriebsschließungen oder Veranstaltungsverbote erlassen können.

Mit dem Gesetz zur Fortgeltung der epidemischen Lage nationaler Tragweite sind auch die Voraussetzungen dafür geschaffen worden, dass dieser Beschluss ab dem Inkrafttreten des Gesetzes längstens für drei Monate besteht. Spätestens dann muss das Parlament erneut über das Fortbestehen beraten und entscheiden. Andernfalls gilt die epidemische Lage nationaler Tragweite als aufgehoben. Nun muss der Bundestag sein Votum dafür alle drei Monate erneuern. Das stärkt die Rechte des Parlaments Bisher galt die Feststellung der pandemischen Lage so lange, bis das Parlament sie wieder außer Kraft setzte. .

„Wir als Parlament haben die Fäden in der Hand. Wir bestimmen, ob eine epidemische Lage vorliegt, und wir machen das nicht mehr für ein Jahr, sondern für drei Monate“, sagte der rechtspolitische Sprecher der SPD-Fraktion, Johannes Fechner.

Das Gesetz zum Fortbestehen der epidemischen Lage nationaler Tragweite wird am 26. März 2021 im Bundesrat beraten. Es muss spätestens am 31. März 2021 in Kraft getreten sein. Mit diesem Inkrafttreten gilt der in dieser Woche getroffene Beschluss des Bundestages zum Fortbestand der epidemischen Lage für längstens drei Monate. Also maximal bis Ende Juni. Danach gilt er automatisch als aufgehoben, es sei denn der Deutsche Bundestag stellt eine notwendige Verlängerung erneut fest.

Weitere Änderungen an dem Gesetz stärken ebenfalls die Rolle des Parlaments im Pandemiemanagement und sorgen für einen effektiveren Grundrechtsschutz:
 

Der Inzidenzwert entscheidet nicht mehr allein: So dürfen die Schutzmaßnahmen wie etwa Schließungen von Geschäften oder Kontakteinschränkungen künftig nicht nur durch Inzidenzwerte begründet werden. Die Bundesländer müssen weitere Faktoren in die Erforderlichkeitsprüfung einbeziehen und explizit begründen, wie die Impfquote, den R-Wert (Ansteckungsrate), die Auslastung des Gesundheitssystems oder Gefahren durch neue Virusvarianten. 

Ein höherer Inzidenzwert ist teilweise nur begrenzt aussagekräftig: Er kann sich möglicherweise nur aufgrund eines örtlich begrenzten Ausbruches (z.B. in einem Fleischverarbeitungsbetrieb) ergeben. Auch kann der Inzidenzwert zwischen den Bevölkerungsgruppen unterschiedlich sein - was wiederum berücksichtigt werden sollte, wenn bald viele, die der Hochrisikogruppe angehören, geimpft sind. 

Durch die neue Regelung werden die Landesregierungen dazu verpflichtet zu prüfen, wo Maßnahmen aufrechterhalten und wo sie bereits – unabhängig vom Inzidenzwert – gelockert werden können.

Klarere Vorgaben für den Bundesgesundheitsminister: Auf Drängen der SPD-Fraktion ist der bislang recht weite Spielraum des Bundesgesundheitsministers zum Erlass von Verordnungen in unterschiedlichen Bereichen eingehegt worden, indem die Vorgaben präziser formuliert wurden.

Evaluierung der Vorschriften: Die SPD-Fraktion hat die Evaluierung des Infektionsschutzgesetzes und der darauf erlassenen Maßnahmen durch ein unabhängiges interdisziplinäres Expertengremium durchgesetzt, das dem Bundestag Vorschläge für eine Reform des Infektionsschutzgesetzesunterbreitet. Das IfSG war ursprünglich nur für lokale Infektionsausbrüche, nicht aber für eine Pandemie mit flächendeckenden Grundrechtseingriffen vorgesehen.

Konkretere Benennung der Impfziele: In dem Gesetz werden zudem die Impfziele konkret festgelegt. Damit verstärkt der Gesetzgeber den Rahmen für die Priosierungsentscheidungen der Rechtsverordnungen. So muss sich der Verordnungsgeber etwa an der Reduktion schwerer oder tödlicher Krankheitsverläufe, und der Unterbindung einer Transmission des Coronavirus orientieren. Auf Initiative der SPD-Fraktion ist auch die Minderung behinderungsbedingter Infektionsrisiken als Impfziel aufgenommen worden. Eine starre Festlegung im Gesetz, welche Gruppen zuerst geimpft werden sollen, wurde abgelehnt. In den vergangenen Wochen hat sich gezeigt, dass die Verordnung auch kurzfristig angepasst werden muss, bspw. die Lehrer/Erzieher vorgezogen werden, wenn die Schulen und Kitas wieder öffnen, oder bestimmte Impfstoffe nur für bestimmte Gruppen (z.B. U65 empfohlen werden).

Verbesserung der Verdienstausfall-Entschädigung: Für Eltern, die pandemiebedingt Kinder zu Hause betreuen müssen, wird der Entschädigungsanspruch nach dem Infektionsschutzgesetz erweitert und an die Regelung zum Kinderkrankengeld angeglichen. Künftig besteht ein Entschädigungsanspruch auch, wenn nur eine eingeschränkte Kita- oder Notbetreuung möglich ist oder wenn eine behördliche Empfehlung vorliegt, vom Besuch beispielsweise einer Kita abzusehen. In der Gesetzesbegründung ist klargestellt, dass der Anspruch unabhängig davon bestehen soll, ob die geschuldete Arbeitsleistung nicht auch grundsätzlich im Homeoffice erbracht werden kann. Es wird klargestellt, dass die Anspruchsdauer jeweils jährlich nach erstmaliger Feststellung der epidemischen Lage am 25. März 2020 besteht und Ende März neu beginnt.

Pflegeschutzschirm: Der Pflegeschutzschirm wird bis Ende Juni unverändert fortgeführt. Stationäre Pflegeheime, Tagespflegen und andere Pflegeeinrichtungen behalten so die Möglichkeit, pandemiebedingte Mindereinnahmen gegenüber der Pflegekasse geltend zu machen. Pflegeeinrichtungen müssen in der aktuellen Situation weiterhin gut abgesichert sein, damit die Versorgung von Pflegebedürftigen während der leider noch andauernden schwierigen Phase der Corona-Pandemie aufrecht erhalten werden kann. Außerdem werden aus dem Bundeshaushalt 450 Millionen Euro bereitgestellt, um eine Prämie für Beschäftigte in den Krankenhäusern zahlen zu können.

 ",https://www.spdfraktion.de/themen/parlament-staerkt-rolle-pandemiebekaempfung
Personenbeförderungsgesetz,"Mehr Mobilität, weniger Verkehr","  Mobil sein auch ohne eigenes Auto: Die Digitalisierung sorgt für eine Vielzahl an Möglichkeiten, um Mobilität besser und nachhaltiger zu gestalten. Nun sollen neue Regeln die Nutzung des Angebots erleichtern.",05.03.2021,,"Ob Busse, Straßenbahnen, Taxis, Mietwagen: Sie alle unterliegen Regeln. Und diese Regeln stehen im Personenbeförderungsgesetz (PBefG). Es ist so etwas wie das Grundgesetz der Personenbeförderung. Das Problem: Das Gesetz regelt nicht alles. Durch die Digitalisierung sind in den letzten Jahren zahlreiche neue Mobilitätsangebote entstanden.

Es geht dabei um Pooling-Angebote von privaten Anbietern oder von öffentlichen Verkehrsbetrieben, zum Beispiel MOIA oder BerlKönig, bei denen sich mehrere Kunden einen Fahrdienst teilen. Es geht dabei auch um App-basierte Mietwagenunternehmen wie zum Beispiel Uber oder Free Now. Sie alle erweitern unsere Mobilitätsmöglichkeiten und können in Kombination mit den bestehenden Angeboten dafür sorgen, dass weniger Menschen auf das eigene Auto angewiesen sind.

Gleichzeitig sorgt diese Entwicklung aber für große Unterschiede bei den verschiedenen Verkehrsarten, mit Vor- und Nachteilen auf beiden Seiten: So können Mietwagenanbieter mit Fahrer wie Uber zum Beispiel ihre Preise frei festlegen, Taxis dürfen das nicht. Taxis unterliegen der Beförderungspflicht, Mietwagenanbieter haben dagegen eine sogenannte „Rückkehrpflicht“, sie müssen nach jeder Fahrt an den Stammsitz zurückzukehren, sofern nicht unmittelbar ein Folgeauftrag vorliegt. Sie dürfen nicht am Straßenrand oder gar an Taxiständen auf neue Fahrgäste warten.

Fairer Wettbewerb und Innovationsmöglichkeiten

Mit einer Novelle sorgt die Koalition nun für ein digitales Update des PBefG und bezieht die neuen Mobilitätsformen explizit mit in das Gesetz ein. Das Ziel: Faire Regeln und eine klare Abgrenzung der verschiedenen Mobilitätsangebote untereinander. „Wir brauchen einen fairen Wettbewerb zwischen den Verkehrsarten, der Innovationsmöglichkeiten bietet, aber nicht zu Lasten der Beschäftigten und etablierten ÖPNV-Verkehre geht“, sagt Sören Bartol, stellvertretender Vorsitzender der SPD-Bundestagsfraktion. 

Mit der Reform will die Koalition die bedarfsgesteuerte und ökologische Nahmobilität grundsätzlich erleichtern. Auch im ländlichen Raum soll es neue Formen des Linienverkehrs geben. Mit kleineren, flexibleren Fahrzeugen im Regelbetrieb, die dann kommen, wenn sie gebraucht werden. Ohne feste Routen und mit Bestellung per Smartphone-App.

Gleichzeitig erhalten die Kommunen eine zentrale Rolle bei der Steuerung der Angebote, um etablierte Verkehrsformen nicht zu kannibalisieren. Sie können jetzt insbesondere auch im Mietwagenbereich effektiv über die Erhebung von Mobilitätsdaten kontrollieren, ob die Regeln eingehalten werden. Außerdem werden Betreiber von Mobilitätsplattformen genehmigungspflichtig, so dass es hier nicht mehr zu Wildwuchs kommt.

Das Taxigewerbe wird hingegen gestärkt. Es soll weniger Regeln unterliegen als bisher und mehr Möglichkeiten erhalten insbesondere im Tarifbereich: Künftig können die zuständigen Genehmigungsbehörden die Taxitarifpflicht durch einen kommunal festgelegten Tarifkorridor mit Höchst- und Mindestpreisen lockern sowie zu häufig frequentierten Zielen wie etwa Messen, Flughäfen und Bahnhöfen Streckentarife festlegen. Zudem soll die Ortskundeprüfung für Taxifahrer abgeschafft und eine Pflicht zur Vorhaltung eines dem Stand der Technik entsprechenden Navigationsgeräts eingeführt werden.

„Die Novelle des Personenbeförderungsgesetzes ist ein Baustein für die kommunale Verkehrswende unter fairen Wettbewerbsbedingungen“, sagt Sören Bartol. „Damit legen wir einen für Unternehmen, Kommunen und Beschäftigte modernen und verlässlichen Rechtsrahmen für den Personenverkehr vor.“

 

 

 

 ",https://www.spdfraktion.de/themen/mehr-mobilitaet-weniger-verkehr
Internationaler Frauentag,Wir müssen den Gleichstellungs-Turbo zünden,"  Die SPD-Bundestagsfraktion fordert konsequentes Equal Pay, Parität in der Politik, mehr Frauen in den Spitzenposten der Wirtschaft. Gleichstellung müsse auch in Zeiten der Pandemie Leitgedanke sein.",04.03.2021,,"Die Corona-Pandemie stellt die gesamte Gesellschaft vor große Herausforderungen – Frauen sind jedoch besonders betroffen. Studien zufolge haben Frauen beruflich besonders viel zurückgesteckt, um zu Hause die Kinderbetreuung und das Homeschooling aufzufangen. Wissenschaftlerinnen wie Jutta Allmendinger, Präsidentin des Wissenschaftszentrums Berlin (WZB), befürchten gar eine Retraditionalisierung der Geschlechterrollen, durch die Pandemie-Maßnahmen ausgelöst.

Die Krise wirkt wie ein Brennglas: Sie macht die gleichstellungspolitischen Herausforderungen und bestehende Gleichstellungsdefizite, die noch immer bestehen, noch deutlicher. Die Botschaft der SPD-Bundestagsfraktion zum Internationalen Frauentag lautet deswegen: „Gleichstellung - gerade jetzt“.

""Ich will, dass die 2020er Jahre das Jahrzehnt der Frauen werden. Wir müssen in allen Bereichen unserer Gesellschaft den Gleichstellungs-Turbo zünden: Konsequentes Equal Pay, Parität in der Politik, mehr Frauen in den Spitzenposten der Wirtschaft, gleiche Chancen und Teilhabe in der Digitalisierung und endlich mehr Partnerschaftlichkeit bei der Sorgearbeit"", sagt Katja Mast, stellvertretende Vorsitzende der SPD-Bundestagsfraktion.

Die SPD-Fraktionsvizin erwartet auch einen Kulturwandel in Unternehmen, indem diese mehr Führungspositionen in Teilzeit, Anreize für partnerschaftliche Vereinbarkeit, mehr Flexibilität anbieten.

""Die SPD hat in dieser Koalition vorgelegt. Wir sorgen mit Reformen beim Elterngeld für mehr Partnerschaftlichkeit und Flexibilität, unterstützen in der Krise insbesondere die Familien, haben mit dem Gute-Kita-Gesetz Milliarden in die Betreuungsinfrastruktur investiert und sind mit unseren Ministerinnen Franziska Giffey und Christine Lambrecht auf dem Weg die erste Vorstandsquote in der Geschichte dieses Landes einzuführen"", so Mast.

Zum internationalen Frauentag (8. März) und Equal-Pay-Days (10. März) stellt die SPD-Bundestagsfraktion folgende Forderungen:

-Mehr Frauen in Führungspositionen: Frauen stehen in der Krisenbewältigung in vorderster Reihe – dies ist viel zu selten der Fall, wenn es um Führungsverantwortung in der Wirtschaft geht. Um das zu ändern, hat die SPD-Fraktion das Zweite Führungspositionen-Gesetz mit auf den Weg gebracht: Damit soll den Unternehmen eine feste Quote für Frauen in Vorständen vorgeschrieben werden.

-Mehr Ideen für Gleichstellungspolitik: Die SPD-Fraktion hat sich dafür stark gemacht, dass die bereits im Koalitionsvertrag vereinbarte Bundesstiftung Gleichstellung gegründet wird. Diese wird sich wissenschaftlich fundiert mit der Geschlechtergleichstellung in Gesellschaft, Politik, Wirtschaft und Wissenschaft auseinandersetzen und dazu beitragen, Gleichstellungsdefizite zu beheben. Sie wird Informationen bereitstellen.

-Entschiedene Schritte hin zur Entgeltgleichheit/ Lohngerechtigkeit: Gleicher Lohn für gleiche Arbeit muss endlich Realität werden. Dazu tragen die verbesserte Vereinbarkeit von Familie und Beruf, die Aufwertung sozialer Berufe und das Recht auf Entgelttransparenz bei.

In Deutschland gilt seit Anfang 2018 das Entgelttransparenzgesetz, das Beschäftigten in Betrieben mit mehr als 200 Beschäftigten das Recht gibt, das eigene Gehalt mit dem des Kollegen oder der Kollegin vergleichen zu lassen. Erfahrungen mit dem Gesetz zeigen, dass hier nachgebessert werden muss. Hierzu gehört die Einführung eines Verbandsklagerechts. Das Problem darf nicht länger individualisiert werden. Zudem muss das Auskunftsrecht über die Gehälter von Kolleg*innen in vergleichbaren Positionen auf kleinere und mittlere Unternehmen ausgeweitet werden.

-Eine gerechte Aufteilung von Erwerbs- und Familienaufgaben

Die SPD-Fraktion setzt sich für die Einführung einer Familienarbeitszeit und eines Rechtsanspruchs auf Ganztagsbetreuung auch im Grundschulalter ein. Durch die bereits im Bundestag verabschiedete Elterngeldreform werden Eltern noch besser dabei unterstützt, Familien- und Arbeitszeit miteinander zu vereinbaren und partnerschaftlich zu verteilen.

- Aufwertung sozialer Berufe: Soziale Berufe, die überwiegend von Frauen ausgeübt werden, müssen ihren Anforderungen und hoher Verantwortung entsprechend angemessen gewürdigt werden. Die Systemrelevanz dieser Berufe wird in Pandemiezeiten besonders deutlich. Gute Arbeitsbedingungen und eine faire Entlohnung müssen für soziale Berufe endlich selbstverständlich sein.

- Mehr Frauen in die Parlamente – In den Parlamenten muss Parität erreicht werden, vom Gemeinderat bis zum Bundestag.

 ",https://www.spdfraktion.de/themen/wir-muessen-gleichstellungs-turbo-zuenden
Statement von Christian Petry,Machtsicherung statt europäische Werte,"  Viel zu spät haben sich CDU und CSU durchringen können, den Ausschluss von Orbáns Fidesz-Partei aus der EVP-Fraktion im Europäischen Parlament einzuleiten. ",04.03.2021,,"„Viel zu spät haben sich CDU und CSU durchringen können, den Ausschluss von Orbáns Fidesz-Partei aus der EVP-Fraktion im Europäischen Parlament einzuleiten. Ein Armutszeugnis für Parteien, die angeblich der europäischen Idee verpflichtet sind. Andere nationale Delegationen in der EVP waren schon lange weiter und fordern seit Jahren Fidesz Rauswurf. Aber den Herren von der CSU, Markus Söder und Manfred Weber, war Machtsicherung wichtiger als europäische Werte. Sie haben jahrelang ihre schützende Hand über einen Autokraten gehalten. Der ungarische Regierungschef hat systematisch die Demokratie ausgehöhlt, Medienfreiheit beschnitten und tritt die Rechte von Frauen und Minderheiten mit Füßen. Insbesondere die CSU und Markus Söder waren die Schutzpatronen des ungarischen Herrschers. Dass die Kehrtwende ausgerechnet jetzt im Bundestagswahljahr kommt, ist kein Zeichen von Rückgrat, sondern blanker Opportunismus.“",https://www.spdfraktion.de/presse/statements/machtsicherung-statt-europaeische-werte
Statement von Achim Post,Armin Laschet muss die Initiative ergreifen,"  Der neue CDU-Vorsitzende Armin Laschet muss die Initiative ergreifen, um Orban und seine Partei nun auch aus der EVP-Parteienfamilie insgesamt auszuschließen.",03.03.2021,,"Der stellvertretende Vorsitzende der SPD-Bundestagsfraktion, Achim Post, zu EVP-Fraktion/Viktor Orban:

„Es ist mehr als überfällig, dass Viktor Orban und seine Partei die konservative EVP-Fraktion im Europäischen Parlament verlassen. Jetzt erwarte ich aber auch, dass CDU und CSU und ihre europäischen Parteifreunde nicht auf halber Strecke stehen bleiben.

Der neue CDU-Vorsitzende Armin Laschet muss die Initiative ergreifen, um Orban und seine Partei nun auch aus der EVP-Parteienfamilie insgesamt auszuschließen. Anstatt sich vor dem Thema weiter zu drücken, sollte Herr Laschet hier eine klare Position für Demokratie und Rechtstaatlichkeit vertreten und in der eigenen Parteienfamilie durchsetzen. Die EVP beschädigt ihre eigene Glaubwürdigkeit, wenn sie den Demokratie-Verächter Orban weiter in den Reihen der eigenen Parteifamilie toleriert.“

 ",https://www.spdfraktion.de/presse/statements/armin-laschet-muss-initiative-ergreifen
Statement von Rolf Mützenich,Endlich hat die Union eingelenkt,"  Seit zehn Jahren kämpft die SPD um ein Lobbyregister, jetzt steht die Einigung. Endlich hat die Union eingelenkt, nachdem die jahrelange Blockade auch vor der Öffentlichkeit nicht mehr vertretbar war.",03.03.2021,,"„Seit zehn Jahren kämpft die SPD um ein Lobbyregister, jetzt steht die Einigung. Endlich hat die Union eingelenkt, nachdem die jahrelange Blockade auch vor der Öffentlichkeit nicht mehr vertretbar war.

Wichtig ist, dass das Lobbyregister nicht nur für den Bundestag gilt, sondern auch für die Bundesregierung. Das war von Anfang an unser Ziel. Auch in den Ministerien, wo Gesetze ja erarbeitet werden, müssen Treffen mit professionellen Interessenvertretern bis hinunter zum Unterabteilungsleiter künftig registriert werden. Damit machen wir politische Prozesse transparent und nachvollziehbar. ‚Politische Landschaftspflege‘, wie das nah an Bestechung und Bestechlichkeit liegende Handeln verharmlosend genannt wird, wird damit deutlich erschwert.“",https://www.spdfraktion.de/presse/statements/endlich-hat-union-eingelenkt
Statement von Dirk Wiese,Ein Meilenstein bei der Transparenz,  Jahrelang hat die SPD-Bundestagfraktion für ein verpflichtendes Lobbyregister gegen den massiven Widerstand der CDU/CSU gekämpft. Schlussendlich hat die SPD sich durchgesetzt. ,03.03.2021,,"„Jahrelang hat die SPD-Bundestagfraktion für ein verpflichtendes Lobbyregister gegen den massiven Widerstand der CDU/CSU gekämpft. Schlussendlich hat die SPD sich durchgesetzt. Die Einführung einer gesetzlichen Registrierungspflicht für Lobbyisten gegenüber Abgeordneten im Deutschen Bundestag und gegenüber der Bundesregierung ist ein Meilenstein bei der Transparenz und Nachvollziehbarkeit von politischer Interessenvertretung.

Nach dem Fall von Philipp Amthor, der sich Aktienoptionen für Lobbytätigkeiten gesichert hat und nach der Lobbyaffäre von Karl-Theodor zu Guttenberg im Fall Wirecard, waren es nun wohl die Korruptionsvorwürfe gegen CSU-Fraktionsvize Georg Nüßlein, die in der Union zum Umdenken beigetragen haben. Mit dem Lobbyregister schafft die SPD die notwendige Transparenz in der politischen Interessenvertretung. Verdeckte Einflussnahme und undurchsichtige Verflechtungen werden künftig der Vergangenheit angehören.“",https://www.spdfraktion.de/presse/statements/meilenstein-transparenz
