title,date,author,type,fulltext,url
Mindestlohn auf 13 Euro erhöhen,30. Juni 2021,Victor Perli,Pressemitteilung,"„Der Mindestlohn ist ein Erfolg, den es ohne DIE LINKE nicht geben würde. Ohne uns würden CDU/CSU und SPD wohl heute noch das Märchen von der Unzumutbarkeit für den Standort Deutschland erzählen. Bei den nötigen Erhöhungen und Anpassungen an die real gestiegenen Lebenskosten treten sie auch immer noch auf die Bremse. Der Mindestlohn ist mit 9,60 Euro auch jetzt noch viel zu niedrig. Es braucht einen Mindestlohn von mindestens 13 Euro ohne Ausnahmen, damit niemand im Alter in Armut leben muss“, erklärt Victor Perli, für die Fraktion DIE LINKE Mitglied im Haushaltsausschuss, mit Blick auf die Erhöhung des Mindestlohns zum 1. Juli 2021 um 10ct auf 9,60 Euro. Perli weiter:„Leider werden viele Arbeitnehmer auch um den Mindestlohn noch geprellt. Daher braucht es mehr und bessere Kontrollen der Arbeitgeber. Mindestlohnbetrug ist kein Kavaliersdelikt, sondern knallharte Wirtschaftskriminalität, die stärker verfolgt werden muss. Über das Meldeportal www.mindestlohnbetrug.de sammle ich Mindestlohnbetrugsfälle und gebe sie an die Behörden weiter. Es kann nicht sein, dass Landwirtschaftsbetriebe wie in Niedersachsen statistisch gesehen nur alle 350 Jahre einmal kontrolliert werden. Finanzminister Olaf Scholz lässt schwarze Schafe zu leicht davonkommen. Die Anständigen sind am Ende die Gelackmeierten.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/mindestlohn-auf-13-euro-erhoehen/
Glücksspielsucht ernst nehmen - Glücksspiel streng regulieren,30. Juni 2021,Niema Movassat,Pressemitteilung,"„Allein in Deutschland haben eine halbe Million Menschen Probleme mit ihrem Glücksspielverhalten, und viele von ihnen sind deswegen hoch verschuldet. Nun wird das bislang illegale Online-Spielcasino legalisiert. Die Meinungen darüber sind gespalten. Prinzipiell ist eine Legalisierung zu befürworten, denn Verbote dämmen den Glücksspielmarkt nicht ein und schützen Spieler nicht vor Abhängigkeitsverhältnissen"", so Niema Movassat, drogen- und suchtpolitischer Sprecher der Fraktion DIE LINKE, anlässlich des am 1. Juli 2021 in Kraft tretenden neuen Glücksspiel-Staatsvertrags. Movassat weiter:„Allerdings ist das Wie der Legalisierung in diesem Fall weitgehend fatal umgesetzt worden. Denn im Vordergrund stehen wirtschaftliche Interessen und nicht der Spielerschutz. Die Regulierung ist völlig lasch. Zwar gibt es nun eine zentrale Sperrdatei und ein monatliches Einzahlungslimit von 1000 Euro, darüber hinaus aber fehlen Mechanismen, die Suchtentwicklung ausbremsen und Spielsüchtige besser schützen. Ein komplettes Werbeverbot wäre beispielsweise dringend nötig. Denn es ist hoch problematisch, dass die Glücksspielbranche mit dem beworbenen Glücksversprechen Menschen in existenzielle Notlagen bringt. Auf Kosten von suchtgefährdeten oder suchtkranken Menschen erzielen der legale und illegale Glückspielmarkt jährlich Milliardengewinne. Das ist nicht länger hinnehmbar. Beim neuen Glücksspiel-Staatsvertrag ging es wohl darum, ein neues Marktsegment und eine weitere Einnahmequelle für den Staat zu schaffen. Der Vorteil der Legalisierung, dass man durch effektive staatliche Regulierung das Glücksspielsuchtrisiko reduzieren und den Glückspielmarkt auf ein vertretbares Ausmaß eindämmen kann, wurde mit dem neuen Staatsvertrag eindeutig verschenkt. Hier gibt es erheblichen Nachbesserungsbedarf, um eine wirksame Regulierung zu erreichen.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/gluecksspielsucht-ernst-nehmen-gluecksspiel-streng-regulieren/
DIE LINKE verurteilt Aufstockungspläne für Mali,30. Juni 2021,Sevim Dagdelen,Pressemitteilung,"„DIE LINKE verurteilt die Unterstützung der Bundesregierung für eine Truppenerhöhung des MINUSMA-Einsatzes in Mali um weitere 2000 Soldaten. DIE LINKE erteilt Plänen der Bundesregierung eine klare Absage, in diesem Zusammenhang die deutsche Militärpräsenz in Mali auszuweiten"", erklärt Sevim Dagdelen, Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss, anlässlich der Sondersitzung des Auswärtigen Ausschusses. Dagdelen weiter:„Es ist grob fahrlässig, immer mehr Bundeswehrsoldaten für die ökonomischen Interessen Frankreichs in der Region einsetzen zu wollen. Statt einer Ausweitung des Krieges in Mali und einer Truppenaufstockung braucht es einen sofortigen Abzug der deutschen Soldaten und eine Beendigung dieses verantwortungslosen Einsatzes. Der Abzug der Bundeswehr nach 20 Jahren NATO-Krieg in Afghanistan sollte diesbezüglich als eindrückliche Warnung dienen.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/die-linke-verurteilt-aufstockungsplaene-fuer-mali/
Stärkung der Arbeitslosenversicherung bleibt vordringliche Aufgabe,30. Juni 2021,Sabine Zimmermann,Pressemitteilung,"„Mit dem Rückgang der Infektionszahlen belebt sich die Konjunktur, und mit der Konjunktur auch der Arbeitsmarkt. So erfreulich die Erholung am Arbeitsmarkt ist, so wenig darf vorausschauende Arbeitsmarktpolitik darauf bauen, dass es so bleibt. Der bisherige Pandemieverlauf hat gezeigt, wie labil der Arbeitsmarkt ist. Es ist schwer abzuschätzen, wie sich beispielsweise die Ausbreitung der Delta-Variante des Coronavirus in einigen Wochen oder Monaten auf dem Arbeitsmarkt niederschlagen wird. Die aktuelle Phase der Erholung sollte deshalb genutzt werden, um die Arbeitslosenversicherung zu stärken. Das wird eine der dringlichsten Aufgaben des neuen Bundestags sein“, kommentiert Sabine Zimmermann, arbeitsmarktpolitische Sprecherin der Fraktion DIE LINKE im Bundestag, den aktuellen Monatsbericht der Bundesagentur für Arbeit. Zimmermann weiter:„Noch immer sind Beschäftigte, Kurzarbeitende und Arbeitslose nicht vernünftig abgesichert. Es braucht mehr Kurzarbeitergeld vom ersten Tag an. Es braucht ein höheres Arbeitslosengeld, das man leichter und länger beziehen kann. Auch Selbstständige müssen in den Schutz der Arbeitslosenversicherung einbezogen werden. Minijobs müssen in sozialversicherungspflichtige Beschäftigung umgewandelt werden, denn Minijobbende verlieren immer als erste ihren Arbeitsplatz, weil es für sie keine Kurzarbeit gibt. All das sind unerledigte Hausaufgaben der scheidenden Bundesregierung. DIE LINKE wird weiter für die Interessen von Beschäftigten und Erwerbslosen kämpfen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/staerkung-der-arbeitslosenversicherung-bleibt-vordringliche-aufgabe/
1.200 Euro Solidarische Mindestrente statt sogenannter „Grundrente“,29. Juni 2021,Matthias W. Birkwald,Pressemitteilung,"„Zunächst wird die sogenannte ‚Grundrente‘ nun an die Neurentnerinnen und Neurentner ausgezahlt, dann wird mit den Ältesten weitergemacht. Es ist zu hoffen, dass die Rentenversicherung das gut hinkriegen wird. Ich freue mich für jede Rentnerin und jeden Rentner, die oder der von dem Zuschlag von durchschnittlich wohl 80 Euro profitieren wird. Aber: Die Union hat den Zuschlag pauschal um 12,5 Prozent gekürzt. Sonst wären es durchschnittlich nicht 80, sondern 100 Euro im Monat gewesen. Darum fordert DIE LINKE, diese Kürzung wieder abzuschaffen“, erklärt Matthias W. Birkwald, rentenpolitischer Sprecher der Fraktion DIE LINKE. Birkwald weiter:„Die Union hat außerdem den Zugang zur sogenannten ‚Grundrente‘ erschwert: 33 Beitragsjahre sind als Einstiegshürde zu hoch. Ich fordere eine Absenkung auf 25 Jahre. Aufgrund der Armenfeindlichkeit der CDU/CSU werden nicht drei Millionen Menschen, sondern nur noch etwa 1,3 Millionen den fälschlicherweise ‚Grundrente‘ genannten Zuschlag erhalten.Damit mehr arme Menschen von der sogenannten ‚Grundrente‘ profitieren, müssen beispielsweise Zeiten der Arbeitslosigkeit, des Mutterschutzes und vor allem die Zurechnungszeiten bei der Erwerbsminderungsrente mitgezählt und die für durchschnittlich 80 Euro unsinnige und sehr bürokratische Einkommensprüfung abgeschafft werden. Millionen Menschen mit sehr niedrigen Renten werden maßlos enttäuscht sein, wenn sie da durchfallen. Ich rechne mit vielen Klagen. DIE LINKE wird nach einer ersten Bilanz im nächsten Jahr für einen echten, unbürokratischen und vor allem armutsfesten Zuschlag für Niedrigverdienende kämpfen.Niemand soll im Alter von weniger als 1.200 Euro netto leben müssen. Darum brauchen wir eine einkommens- und vermögensgeprüfte Solidarische Mindestrente von 1.200 Euro. Was in Österreich mit drei armutsfesten Mindestrenten gestaffelt nach Beitragsjahren oder in den Niederlanden mit 1.218 Euro Grundrente im Alter nach 50 Jahren Leben in den Niederlanden gelingt, sollte auch in Deutschland möglich sein - denn die Würde des Menschen ist unantastbar. Und Artikel 1 unseres Grundgesetzes muss selbstverständlich auch für Rentnerinnen und Rentner gelten.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/1200-euro-solidarische-mindestrente-statt-sogenannter-grundrente/
Soziale Lage der Azubis verbessern – Mindestausbildungsvergütung jetzt,04. April 2018,Birke Bull-Bischoff,Pressemitteilung,"„Wenn über 25 Prozent der Ausbildungen abgebrochen werden, besteht dringender Handlungsbedarf. Wir brauchen schleunigst eine für alle geltende Mindestausbildungsvergütung und ein elternunabhängiges Mindestausbildungsgeld für anerkannte Schulberufe, mehr Ausbildungsqualität und mehr Rechtssicherheit für die Auszubildenden“, erklärt Birke Bull-Bischoff, bildungspolitische Sprecherin der Fraktion DIE LINKE, zu den bisher bekannt gewordenen Ergebnissen des Berufsbildungsberichts 2018. Die Abgeordnete weiter:„146.000 Ausbildungsverträge werden vorzeitig aufgelöst, im Durchschnitt bricht jeder vierte Azubi ab. Daneben verlieren viele junge Menschen ohne einen Ausbildungsplatz im sogenannten Übergangssystem wichtige Zeit und können sich ihren Wunsch nach einer guten Berufsausbildung nicht erfüllen. Zahlreiche Ausbildungsplätze bleiben leer.DIE LINKE setzt sich für ein einklagbares Recht auf eine gebührenfreie und voll qualifizierende Ausbildung für alle ein. Auszubildende brauchen eine Mindestausbildungsvergütung, die ein Leben unabhängig von den Eltern ermöglicht. Wir wollen eine solidarische Umlagefinanzierung, die alle Betriebe in die Pflicht nimmt, damit ausreichend duale und qualitativ hochwertige Ausbildungsplätze geschaffen werden. Daran müssen sich alle Unternehmen beteiligen und richtige Anreize schaffen. Fachkräfte brauchen sie alle. Noch zu wenige Unternehmen, die ausbilden, lassen sich auf Jugendliche mit schlechteren Startchancen ein und verbauen sich damit ihren potenziellen Fachkräftenachwuchs.Auch die Qualität der Ausbildung muss verbessert werden. Das geht unter anderem durch mehr Mitbestimmung der Azubis in den Unternehmen, geeignete Betreuungsschlüssel und ein verbessertes Beschwerdemanagement. Wir brauchen eine umfassende Novellierung des Berufsbildungsgesetzes.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/soziale-lage-der-azubis-verbessern-mindestausbildungsverguetung-jetzt/
"Azubis stärken, Betriebe unterstützen, Ausbildungsplätze sichern",24. Juni 2020,Birke Bull-Bischoff,Pressemitteilung,"„Der Schutz der Ausbildungsplätze ist dringend notwendig. Dieses positive Signal an die Betriebe hätte viel früher kommen müssen. Einmalzahlungen wie die Ausbildungsprämie der Allianz für Aus- und Weiterbildung können kurzfristig helfen. Doch auch langfristige Lösungen müssen her, damit niemand auf dem Ausbildungsmarkt auf der Strecke bleibt“, erklärt Birke Bull-Bischoff, bildungspolitische Sprecherin der Fraktion DIE LINKE, zu den heute im Kabinett verabschiedeten Eckpunkten für ein Bundesprogramm „Ausbildungsplätze sichern“. Bull-Bischoff weiter:„Ohne viel Einsatz drohen sich die bereits vorhandenen sozialen Ungleichheiten auf dem Ausbildungsmarkt dramatisch zu verschärfen. Jugendliche mit Hauptschulabschluss konnten sich schon vor der Corona-Krise ihre Ausbildung kaum aussuchen, die Hälfte der Ausbildungsberufe blieb ihnen faktisch verschlossen. Der Anteil der Ausbildungsbetriebe ging schon ohne Corona zurück.Der geplante Ausbildungsbonus ist keine Dauerlösung. Wir brauchen daneben eine krisenfeste solidarische Umlagefinanzierung. Aus diesem Topf könnten Betriebe, die ausbilden wollen, auch in Krisenzeiten finanziell unterstützt werden. Die Schutzrechte und Mitbestimmungsmöglichkeiten von Azubis, Schülerinnen und Schüler müssen gestärkt und die Ausbildungsqualität verbessert werden.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/azubis-staerken-betriebe-unterstuetzen-ausbildungsplaetze-sichern/
Entscheidend sind die Ausbildungsabschlüsse und der längere Verbleib im Pflegeberuf,28. Oktober 2020,Pia Zimmermann,Pressemitteilung,"„Jubelmeldungen über steigende Ausbildungszahlen in der Pflege verschleiern die Probleme im Beruf“, kommentiert Pia Zimmermann, Sprecherin für Pflegepolitik der Fraktion DIE LINKE, aktuelle Analysen des Statistischen Bundesamts. „Zur Wahrheit gehört, dass die Abbrecherquoten in den Pflegeberufen in den vergangenen zehn Jahren bis zu einem knappen Drittel eines Ausbildungsjahrgangs betrugen. Auszubildende erleben in ihren Praxiszeiten, dass sie große Teile des Wissens und der Fähigkeiten, die sie erlernen, wegen Personalnot und Zeitmangel als Fachkräfte niemals im Arbeitsalltag umsetzen können. Die Arbeitsbedingungen in der Pflege sind so schlecht, dass sie selbst auf motivierte Berufsanfänger abschreckend wirken.“ Zimmermann weiter:„Es ist zu befürchten, dass insbesondere in der Altenpflege die Zahl der Berufseinsteiger zurückgehen wird, wenn der Abschluss in der nun generalistischen Pflegeausbildung, die gerade erst begonnen hat, den Weg in alle Bereiche der Pflege öffnet. Denn dort verdienen Fachkräfte noch immer mehrere hundert Euro pro Monat weniger als im Krankenhaus. Außerdem verlassen Altenpflegekräfte den Beruf durchschnittlich nach 8,4 Jahren, Krankenpflegekräfte nach 13,7 Jahren. Der Schlüssel zu einer besseren Personalausstattung sind bessere Arbeitsbedingungen und steigende Löhne. Solange die Bundesregierung hier nicht ernsthafter ansetzt, werden alle anderen Maßnahmen die Situation in der Pflege für Beschäftigte und Betroffene zu verbessern, ins Leere laufen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/entscheidend-sind-die-ausbildungsabschluesse-und-der-laengere-verbleib-im-pflegeberuf/
Bundeswehr aus Mali abziehen,28. Juni 2021,Sevim Dagdelen,Pressemitteilung,"„Während sich die Sicherheitslage in Mali weiter verschlechtert, setzt die Bundesregierung auf ein Weiter so beim Militäreinsatz. Wer die Bundeswehr jetzt nicht abzieht, setzt das Leben und die Gesundheit von noch mehr Soldaten für diesen sinnlosen Einsatz zur Unterstützung des französischen Krieges um billige Bodenschätze aufs Spiel. Dass zudem mit dem deutschen Militäreinsatz in Mali Putschregierungen geschützt und ausgebildet werden, ist eine moralische Bankrotterklärung"", erklärt Sevim Dagdelen, Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss. Dagdelen weiter:„DIE LINKE bekräftigt die Forderung nach Einberufung einer Sondersitzung des Auswärtigen Ausschusses und des Verteidigungsausschusses. Die Abgeordneten und die Öffentlichkeit haben ein Recht darauf, dass die Bundesregierung jetzt rasch alle offenen Fragen aufklärt und die zunehmend schlechter werdende Sicherheitslage und die Wahrnehmung der ausländischen Truppen als Besatzer thematisiert werden. Der UN-Einsatz MINUSMA wird immer mehr zum Kriegseinsatz für französische Interessen in der Region und trägt wie schon der sogenannte Antiterroreinsatz ‚Operation Barkhane‘ nicht zur Stabilisierung bei.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/bundeswehr-aus-mali-abziehen-1/
Zum Selbstmordanschlag in Mali,25. Juni 2021,Christine Buchholz,Pressemitteilung,"„Unsere Gedanken sind bei den verletzten Soldaten und ihren Angehörigen. Wir wünschen ihnen eine rasche Genesung"", erklärt Christine Buchholz, für die Fraktion DIE LINKE Mitglied des Verteidigungsausschusses, anlässlich der Meldungen über einen Selbstmordanschlag auf Kräfte des Deutschen Bundeswehrkontingentes bei Gao im Norden Malis. Buchholz weiter:„Die Sicherheitslage in Mali hat sich mit der Ausweitung der internationalen Militärpräsenz verschlechtert.Wie in Afghanistan zeigt sich in Mali, dass der sogenannte Krieg gegen den Terror gescheitert ist. Das Friedensabkommen, das durch die UN-Mission MINUSMA geschützt werden sollte, hat keinen Frieden gebracht. Im Gegenteil, es hat zur Herausbildung von mehr Milizen geführt. Die Probleme in Mali sind Armut, Korruption, bewaffnete Konflikte und die Auswirkungen des Klimawandels. Dagegen sind die Menschen in den letzten Jahren in Massen auf die Straßen gegangen. Es gibt Ansätze vor Ort, diese Probleme zu bekämpfen. Seit Monaten werden lokale Waffenstillstandsabkommen zwischen aufständischen Gruppen und lokalen Autoritäten verhandelt. Demokratie und Frieden können nicht von außen gebracht werden. DIE LINKE hat deshalb stets gegen diesen wie auch andere Auslandseinsätze der Bundeswehr gestimmt und wird dies auch weiterhin tun.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/zum-selbstmordanschlag-in-mali/
"Wer Dialog mit Russland verweigert, setzt auf Konfrontation",25. Juni 2021,Sevim Dagdelen,Pressemitteilung,"„Die Absage der EU an das Gesprächsangebot des russischen Präsidenten Wladimir Putin über Partnerschaft, Prosperität und Sicherheit in Europa ist alarmierend. Wer den Dialog mit Russland verweigert und stattdessen weitere Sanktionen fordert, setzt auf Konfrontation. Die permanente Eskalation in den Beziehungen zu Russland bei gleichzeitiger massiver NATO-Hochrüstung ist Kriegstreiberei und nicht im Interesse der Bürgerinnen und Bürger Europas"", erklärt Sevim Dagdelen, Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss. Dagdelen weiter:""Es ist absolut unverantwortlich, an den Erpresser Recep Tayyip Erdogan weitere 3,5 Milliarden Euro zu zahlen und eine Ausweitung der Zollunion anzubieten. Der türkische Autokrat gehört zu den Fluchtverursachern in der Region und in der Türkei selbst. Wegen seiner brutalen Repression gegen die Opposition, aber vor allem seiner Syrien-Politik und der Besetzung weiter Teile im Norden Syriens mit Unterstützung islamistischer Terrorbanden sind Hunderttausende auf der Flucht.Keine Waffen und kein Geld für den Autokraten Erdogan, der die Demokratie mit Füßen tritt und die Türkei in einen islamistischen Unterdrückungsstaat umbaut. Die Attacken auf die zweitgrößte Oppositionspartei HDP darf man nicht auch noch mit weiteren Finanzhilfen belohnen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/wer-dialog-mit-russland-verweigert-setzt-auf-konfrontation/
Weltdrogentag: Regulierung und Hilfe statt Verbote und Strafe ,25. Juni 2021,Niema Movassat,Pressemitteilung,"„In den letzten zehn Jahren ist die Zahl der Drogentoten in Deutschland stark angestiegen. Starben im Jahr 2011 knapp unter tausend Menschen am Konsum illegaler Drogen, so waren es im Pandemiejahr 2020 bereits 1.581 Personen. Zwar sind in dieser Zeit schadensreduzierende Maßnahmen ausgebaut worden, das kann aber die Entwicklung, dass immer mehr Menschen am Konsum illegaler Drogen sterben, offensichtlich nicht aufhalten. Dies zeigt, dass drogenpolitisch weitere Maßnahmen ergriffen werden müssen“, erklärt Niema Movassat, drogenpolitischer Sprecher der Fraktion DIE LINKE, mit Blick auf den Weltdrogentag am 26. Juni. Movassat weiter: „Andere Länder wie Portugal haben schon vor über 20 Jahren den Weg zur Entkriminalisierung eingeschlagen. Damit konnten sowohl die Zahl der Drogentoten als auch die HIV-Neuinfektionen drastisch gesenkt werden. Auch in Deutschland müssen wir weg von der Prohibitionspolitik. Menschen, die von Drogen abhängig sind oder problematische Konsummuster aufweisen, brauchen keine Strafe, und ihnen helfen auch die Drogenverbote nicht – ganz im Gegenteil. Und Menschen, die einen Feierabendjoint rauchen, dürfen nicht länger kriminalisiert und zum Kaufen auf dem Schwarzmarkt gezwungen werden. Der Zugang über den Schwarzmarkt bedeutet für alle Konsumenten, dass sie stets Gefahr laufen, überdosierte, gemischte, verunreinigte oder aufgepeppte Substanzen zu konsumieren. Die Prohibition richtet hier immensen Schaden an. Und somit schaden den Drogenkonsumenten vor allem diejenigen Politiker, die an der Verbotspolitik festhalten. DIE LINKE fordert daher einen Neustart in der Drogenpolitik: mit dem Ausbau schadensreduzierender Maßnahmen, einer Entkriminalisierung aller Drogenkonsumenten und einem regulierten Zugang zu den Substanzen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/weltdrogentag-regulierung-und-hilfe-statt-verbote-und-strafe/
Ganztag im Vermittlungsausschuss,25. Juni 2021,Norbert Müller,Pressemitteilung,"„Zum Ende der Wahlperiode hat die Koalition nicht nur die Verankerung der Kinderrechte im Grundgesetz versemmelt - jetzt droht auch der Rechtsanspruch auf einen Ganztagsplatz im Grundschulalter auf der Zielgeraden zu scheitern"", kommentiert Norbert Müller, kinder- und jugendpolitischer Sprecher der Fraktion DIE LINKE, die Anrufung des Vermittlungsausschusses durch den Bundesrat. Müller weiter: „Die Bundesregierung hat es offensichtlich nicht vermocht, in den vergangenen Jahren eine Einigung mit den Ländern für dieses wichtige Vorhaben zu finden. Das geht voll auf die Kappe der ehemaligen Familienministerin Franziska Giffey und der Bildungsministerin Anja Karliczek, denen es mehr darum ging, ein persönliches Flaggschiff zu präsentieren, als die Länder mitzunehmen und die bestehenden Probleme ernst zu nehmen.Wir fordern, dass der Vermittlungsausschuss jetzt schnell zu Ergebnissen kommt. Der Bund muss sich bei Fragen der Finanzierung bewegen, aber das wird nicht reichen, wir brauchen dringend verbindliche Qualitätsstandards im Ganztag.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/ganztag-im-vermittlungsausschuss/
Jede Stunde Arbeit zählt,24. Juni 2021,Susanne Ferschl,Pressemitteilung,"„Jede Stunde Arbeit muss entlohnt werden – Punkt! Es muss Schluss sein mit dem systematischen Gesetzesbruch, auf dem lukrative Geschäftsmodelle unzähliger Vermittlungsagenturen inzwischen beruhen. Ich gratuliere der Klägerin zu diesem Erfolg und hoffe, dass viele weitere Live-Ins dem Beispiel dieser mutigen Frau folgen – denn kämpfen lohnt sich“, kommentiert Susanne Ferschl, stellvertretende Vorsitzende der Fraktion DIE LINKE, das Urteil des Bundesarbeitsgerichts in Erfurt im Fall einer bulgarischen Frau, die die Vermittlungsagentur auf Bezahlung ihrer kompletten Arbeitszeit von 24 Stunden verklagt hatte. Ferschl weiter:„Die sogenannte 24-Stunden-Pflege ist ein besonders eklatantes Beispiel für den Verstoß gegen geltende Arbeitszeitregeln und die schamlose Ausbeutung osteuropäischer Beschäftigter. Es ist gut, dass die Gerichte hinschauen, wo die Bundesregierung die Augen verschließt: bei der flächendeckenden Arbeitszeiterfassung. Nötig ist eine verpflichtende Arbeitszeiterfassung für Arbeitgeber aller Branchen, damit das Arbeitszeitgesetz eingehalten wird und Beschäftigte sich auf vereinbarte Zeiten auch verlassen können. Die wöchentliche Höchstarbeitszeit muss auf 40 Stunden begrenzt werden, denn überlange Arbeitszeiten machen krank. Ich kritisiere scharf, dass die Bundesregierung das Urteil des Europäischen Gerichtshofs zur Arbeitszeiterfassung in den letzten zwei Jahren nicht umgesetzt hat. Damit leistet sie solchen missbräuchlichen Arbeitsbedingungen Vorschub.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/jede-stunde-arbeit-zaehlt/
Blinken soll US-Truppen und US-Atomwaffen mitnehmen,23. Juni 2021,Sevim Dagdelen,Pressemitteilung,"„Das beste Gastgeschenk von US-Außenminister Antony Blinken wäre der Abzug der US-Atomwaffen samt US-Truppen aus Deutschland, wie es eine überwältigende Mehrheit der deutschen Bevölkerung fordert"", erklärt Sevim Dagdelen, Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss. Dagdelen weiter:„Es ist kein Beitrag für die Sicherheit in Europa, wenn US-Außenminister Antony Blinken seinen Besuch in Deutschland zur weiteren Frontstellung gegen Russland nutzt. Dazu gehört auch die anhaltende Sabotage der Ostseepipeline Nord Stream 2 durch Sanktionen und Drohungen.DIE LINKE fordert die Bundesregierung auf, endlich ihre blinde US-Gefolgschaft aufzugeben und gegenüber der Administration von Präsident Joe Biden für ein Ende der Konfrontationspolitik und für Kooperation mit Russland und eine neue Entspannungspolitik einzutreten.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/blinken-soll-us-truppen-und-us-atomwaffen-mitnehmen/
Vollzeitjobs und gute Löhne statt unsichere Teilzeit,23. Juni 2021,Susanne Ferschl,Pressemitteilung,"„Minijobs sichern nicht die Existenz und bieten keine soziale Sicherheit - das hat die Pandemie mit Nachdruck gezeigt. Es ist daher erfreulich, dass unsere langjährige Forderung nach einer Überführung der Minijobs in sozialversicherungspflichtige Beschäftigung nun offensichtlich auch in der Bertelsmann-Stiftung Anklang gefunden hat,"" kommentiert Susanne Ferschl, stellvertretende Vorsitzende der Fraktion DIE LINKE im Bundestag, den heute von der Bertelsmann-Stiftung vorgestellten Vorschlag zur Reform der Minijobs. Ferschl weiter:„Allerdings ist die gleichzeitige Anhebung der sogenannten Gleitzone von bislang 1.300 Euro auf 1.800 Euro, mit reduzierten Sozialbeiträgen, nicht der richtige Weg. Teilzeitbeschäftigung ist oft unsicher und nicht existenzsichernd. DIE LINKE fordert neben dem Recht auf Arbeit auch das Recht auf Vollzeit. Eine Reduzierung der Arbeitszeit soll nur auf ausdrücklichen Wunsch der Beschäftigten hin möglich sein. Außerdem muss das Lohnniveau steigen - durch eine Stärkung der Tarifbindung sowie eine flächendeckende Lohnuntergrenze von 13 Euro pro Stunde.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/vollzeitjobs-und-gute-loehne-statt-unsichere-teilzeit/
"Klima-Sofortprogramm ist überteuert, zahnlos und ungerecht",23. Juni 2021,Lorenz Gösta Beutin,Pressemitteilung,"„Überteuert, zahnlos, ungerecht - diese Bundesregierung ist weiter auf dem klimapolitischen Holzweg“, erklärt Lorenz Gösta Beutin, Sprecher für Energie und Klima der Fraktion DIE LINKE, zu den heutigen Kabinettsbeschlüssen. Beutin weiter:„Statt mit Klima-Ordnungsrecht auf den Parispfad zu kommen, wird die Industrie, die sich seit Jahrzehnten gegen jede Klimagesetzgebung zur Wehr setzt, lieber aus der Verantwortung entlassen und weiter mit Unsummen an Steuergeldern zugeschüttet. Auch die neuen Milliardenentlastungen bei Abgaben für Klimaschutz und Energie sorgen für eine soziale Schieflage bei der Jahrhundertaufgabe der Dekarbonisierung.Die Klimaschutzlücke in Deutschland, die vom Verfassungsgericht festgestellt wurde, lässt sich nicht mit Geld zukippen, sondern mit schnellem Handeln und verbindlichen Regeln. Mit dieser Union ist kein echter Klimaschutz machbar, diese Klimaschutzbremser müssen endlich in die Opposition.Dass die Vermieter in Deutschland nicht an der CO2-Abgabe beteiligt werden, ist ein handfester Lobby-Skandal. Die Immobilienwirtschaft hat alle Mittel für Klimaschutz in der Hand, sie muss die die CO2-Abgabe voll übernehmen.DIE LINKE fordert eine Klimaschutzgesetzgebung, welche die notwendigen Emissionseinsparungen über gerechtes und effektives Klima-Ordnungsrecht regelt, statt über Anreize und CO2-Preisschlachten. Nur so kann Klimagerechtigkeit garantiert werden. Für die Erfüllung des Parisabkommens muss Deutschland schon 2035 statt 2045 klimaneutral sein.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/klima-sofortprogramm-ist-ueberteuert-zahnlos-und-ungerecht/
