url,date,author,headline,subtitle,primer,text
https://www.cducsu.de/presse/pressemitteilungen/wichtiger-beitrag-zur-rettung-der-deutschen-schiffsbauindustrie,22.06.2020,22.06.2020,Wichtiger Beitrag zur Rettung der deutschen Schiffsbauindustrie,Staatliche Aufträge für Schiffbau sollen vorgezogen werden,Der Deutsche Bundestag hat den gemeinsamen Antrag von CDU/CSU und SPD zur Rettung der deutschen Schiffbauindustrie angenommen. Dazu erklärt der Beauftragte für die Maritime Wirtschaft der CDU/CSU-Bundestagsfraktion Rüdiger Kruse:,"„Der Schiffbau ist eine zukunftsweisende Hightech Industrie und wichtiger Zweig der Deutschen Wirtschaft und muss deshalb auch in der Corona-Krise unterstützt werden. Ziel des Antrags ist es, die Schiffbauindustrie durch eine europarechtskonforme Vergabe von Behörden-, Forschungsschiffen sowieMarinefahrzeugen nach Deutschland zu stärken. Auf diese Art und Weise erhalten die deutschen Werften sichere Einnahmen vom Bund und den Ländern. Außerdem soll geprüft werden, welche staatlichen Aufträge vorgezogen werden können. Bei diesen Vorhaben sollen verstärkt innovative und umweltfreundliche Technologien gefördert werden. Die Schiffe, die heute gebaut werden, bestimmen die nächsten Jahrzehnte den ökologischen Fußabdruck der Schifffahrt. Für alle Bereiche staatlicher Ausgaben gilt, dass sie der Einhaltung unserer Nachhaltigkeitsziele dienen müssen - bei so langfristig wirksamen Investitionen, wie im maritimen Sektor, gilt dies umso mehr. Dabei sollen auch die bereits vorhandenen Förderprogramme so gestärkt werden, dass signifikante, privatwirtschaftliche Investitionen ausgelöst werden.Zusätzlich werden mit dem Erhalt und der Förderung dieser Branche Arbeitsplätze und wirtschaftliches Wachstum gesichert. Deutsche Werften machten im Jahr 2019 circa 5,7 Milliarden Euro Umsatz. Insgesamt sind in den deutschen Werften und im maritimen Maschinen- und Anlagenbau in rund 500 Unternehmen etwa 100.000 Mitarbeiterinnen und Mitarbeiter beschäftigt. Die gesamte Wertschöpfungskette umfasst mehr als 2800 Unternehmen in ganz Deutschland und rund 200.000 Arbeitsplätze. Ein großer Schritt zur Sicherung der deutschen Schiffbauindustrie ist durch die Verabschiedung des Konjunkturprogramms bereits gemacht worden.“Der Hintergrund: Ziel des Konjunkturprogramms in Bezug auf die maritime Wirtschaft ist es, die Schifffahrt als klimafreundliches Verkehrsmittel zu stärken, zu modernisieren und zu digitalisieren. Dafür sollen die Innovationsförderinstrumente im Bereich der Schifffahrt ergänzt und mit insgesamt 1 Milliarde Euro staatlicher Förderung zusätzlich ausgebaut werden.“"
https://www.cducsu.de/presse/pressemitteilungen/mitarbeiterbeteiligung-ist-eine-win-win-chance,22.06.2020,Marc Biadacz,Mitarbeiterbeteiligung ist eine Win-win-Chance,Beschluss des Koalitionsausschusses zur Mitarbeiterbeteiligung schnell umsetzen,"Der Bundesverband Deutsche Startups e.V. hat heute eine Studie zur Mitarbeiterbeteiligung veröffentlicht. In dieser wird deutlich, dass Startups das Instrument der Mitarbeiterbeteiligung brauchen. Dazu erklären der digitalpolitische Sprecher der CDU/CSU-Bundestagsfraktion, Tankred Schipanski, und der zuständige Berichterstatter für das Thema Startups der Arbeitsgruppe Digitale Agenda, Marc Biadacz:","Tankred Schipanski: „Digitale Innovationen in Deutschland werden vor allem durch Startups und durch den Druck von Startups auf größere Unternehmen entwickelt. Sie sind ein wesentlicher Grund dafür, dass Deutschland in den Bereichen Internet of Things und Industrie 4.0. weltweit eine der Spitzenplätze einnimmt. Aber: Um uns als attraktiver Standort für Startups zu etablieren, müssen wir die Möglichkeiten der Mitarbeiterbeteiligungen verbessern, denn diese sind bei Startups eine Win-win-Chance. Junge Startups können hochqualifizierte Mitarbeiter über attraktive Vergütungsmöglichkeiten und Eigenverantwortung anwerben. Mitarbeiter haben die Möglichkeit, in erheblichem Umfang vom Erfolg des Unternehmens zu profitieren. Wichtig ist, dass für Mitarbeiter durch geregeltes Einkommen keine existenziellen Risiken entstehen.“Marc Biadacz: „Die aktuelle Rechtslage zu Mitarbeiterbeteiligungen wird den Bedürfnissen der Praxis nicht gerecht. Es gibt noch einige Stellschrauben, an denen gedreht werden muss. Im europäischen und internationalen Vergleich ist besonders die steuerliche Attraktivität von Beteiligungsmodellen in Deutschland sehr gering. Wir müssen deshalb Themen wie die Erhöhung des Steuerfreibetrages für Mitarbeiterbeteiligungen oder die faire Besteuerung des Erlöses von Mitarbeiteranteilen angehen. Längerfristig sollten wir zudem prüfen, wie ein ausgeglichener Regelungsrahmen für virtuelle Mitarbeiterbeteiligungen geschaffen werden kann.Gerade in Zeiten der weltweiten Pandemie müssen wir junge Unternehmen und Startups als Treiber für Innovationen in allen Wirtschafts- und Lebensbereichen unterstützten. Sie tragen damit zur Innovationskraft und Wirtschaftsstärke Deutschlands bei. Es liegt jetzt an der Bundesregierung, Maßnahmen zu präsentieren, um den Beschluss im Rahmen des Konjunkturpaketes umzusetzen.“"
https://www.cducsu.de/presse/pressemitteilungen/oeffentliche-daseinsvorsorge-haelt-unser-land-am-laufen,22.06.2020,Christian Haase,Öffentliche Daseinsvorsorge hält unser Land am Laufen,"Es gibt an 365 Tagen viele gute Gründe, die öffentliche Daseinsvorsorge wertzuschätzen",Am 23. Juni wird der Tag der Daseinsvorsorge begangen. Dazu erklärt der kommunalpolitische Sprecher der CDU/CSU-Fraktion im Deutschen Bundestag Christian Haase:,"„Nicht nur der Tag der Daseinsvorsorge ist Grund genug, das vermeintlich Selbstverständliche einmal in Erinnerung zu rufen und wertzuschätzen. In diesem Jahr vielleicht noch bewusster als sonst: Denn die aktuelle Corona-Pandemie zeigt deutlich, welche Bedeutung die Daseinsvorsorge für unsere Gesellschaft hat.Die kommunalen und privatwirtschaftlichen Unternehmen und ihre Mitarbeiterinnen und Mitarbeiter haben unter Beweis gestellt, dass auf die öffentliche Daseinsvorsorge jederzeit Verlass ist. Egal ob Wasserversorgung oder -entsorgung, Stromversorgung oder Abfallentsorgung, der weiterhin rollende ÖPNV aber auch saubere Straßen und Parks, öffentliche Krankenhäuser oder Kinderbetreuungseinrichtungen – die öffentliche Daseinsvorsorge ist ein vielfältiger starker Pfeiler für gute Lebensverhältnisse in städtischen Ballungszentren ebenso wie in dünn besiedelten ländlichen Regionen.Die Menschen werden jederzeit und in jeder Lage verlässlich versorgt. Die Kommunen und auch Privatunternehmen investieren jährlich große Summen beispielsweise in Leitungssysteme für Strom, Wasser und Abwasser, um diese verlässliche Versorgung zu garantieren. Aus gutem Grund werden diese Ver- und Entsorgungsleitungen auch als ‚Schatz unter der Erde‘ bezeichnet. Die Leistungen der Daseinsvorsorge und die dafür notwendigen Infrastrukturen sind elementar für unsere Gesellschaft und Wirtschaftskraft – sie halten unser Land am Laufen.Vor Ort entscheidet sich, wie wir auch gestärkt aus der Krise herausgehen. Es kommt zum großen Teil auf die lokalen Akteure an, damit der Wohlstand gesichert bleibt und wir die Weichen bei den wichtigen Zukunftsthemen Digitalisierung, Demografie und Klimaschutz in die richtige Richtung stellen.Auch wenn wir an einem Tag im Jahr die Daseinsvorsorge im Besonderen wertschätzen, sollten wir nicht vergessen: Es gibt 365 Tage der Daseinsvorsorge im Jahr – und in diesem Jahr durch das Schaltjahr sogar noch einen Tag extra.“"
https://www.cducsu.de/presse/pressemitteilungen/stuttgarter-krawalle-sind-quittung-fuer-das-polizeifeindliche-klima-der-vergangenen-wochen,22.06.2020,Thorsten Frei,Stuttgarter Krawalle sind Quittung für das polizeifeindliche Klima der vergangenen Wochen,Hintergründe müssen detailliert ermittelt und Abläufe exakt rekonstruiert werden,"In der Nacht auf Sonntag hatten Hunderte Menschen in der Stuttgarter Innenstadt Geschäfte geplündert, Polizisten angegriffen und Polizeifahrzeuge zerstört. 19 Beamte wurden nach Angaben der Polizei verletzt. Dazu erklärt der Stellvertretende Vorsitzende der CDU/CSU-Bundestagsfraktion Thorsten Frei:","„Jetzt haben wir die Quittung für das polizeifeindliche Klima der vergangenen Wochen erhalten. Unsere Einsatzkräfte sind in der öffentlichen Debatte zum Feindbild verunglimpft worden: Dazu gehören die Äußerungen Saskia Eskens, die mit dem Pauschalvorwurf eines angeblich ‚latenten Rassismus’ ein generelles Misstrauen gegenüber Sicherheitskräften zum Ausdruck brachte, genau wie die verächtliche Kolumne in der ‚taz‘. Nicht vergessen dürfen wir das unsägliche Antidiskriminierungsgesetz des rot-rot-grün regierten Landes Berlin, das die Beweislast zu Lasten der Polizisten und der anderen Bediensteten umkehrt und diese damit der Willkür von Tatverdächtigen aussetzt.Dieses Umfeld voller Misstrauen und pauschaler Verurteilungen hat zweifelsohne zu den Ereignissen von Stuttgart beigetragen. Klar aber ist: Wer unsere Polizei verunglimpft, verunglimpft auch unseren Staat. Unser Rechtsstaat muss sich vorbehaltlos hinter unsere Polizisten stellen und die Täter unter Ausnutzung des vollen Strafrahmens zur Verantwortung ziehen.Insbesondere gilt es nun, die Hintergründe und Abläufe der Stuttgarter Krawalle detailliert zu ermitteln und die polizeilichen Erkenntnisse offen darzulegen. Angesichts der im Internet kursierenden Aufnahmen verbietet es sich, pauschal verharmlosend von einer außer Kontrolle geratenen ‚Partyszene‘ zu sprechen. Es gilt, die Ermittlungsergebnisse abzuwarten, bevor die Stuttgarter Ereignisse angemessen beurteilt werden können.“"
https://www.cducsu.de/presse/pressemitteilungen/menschen-not-helfen-fuer-eine-sichere-perspektive-arbeiten,20.06.2020,Michael Brand,Menschen in Not helfen – Für eine sichere Perspektive arbeiten,Immer mehr Menschen auf der Flucht – Alarmierende Zahlen zum Weltflüchtlingstag,"Die Zahl der Flüchtlinge weltweit steigt seit Jahren an. Zum Weltflüchtlingstag hat der UNHCR eine aktuelle Statistik veröffentlicht. Dazu erklärt der Vorsitzende der Arbeitsgruppe Menschenrechte und humanitäre Hilfe der CDU/CSU-Bundestagsfraktion, Michael Brand:","„Ende 2019 betrug die Zahl der Flüchtlinge und Vertriebenen weltweit annähernd 80 Millionen, fast so viele Menschen wie Deutschland Einwohner hat. Die Zahl hat sich in den letzten zehn Jahren verdoppelt. 40 Millionen dieser Menschen sind unter 18 Jahren, 45,7 Millionen sind vertrieben im eigenen Land.  Viele befinden sich auf der Flucht vor Krieg, Konflikt, Naturkatastrophen oder Verfolgung.
Die zunehmend länger anhaltenden Konflikte lassen nicht erwarten, dass die Flüchtlingszahlen sich verringern. Umso energischer müssen Fluchtursachen bekämpft werden. Dazu ist und bleibt die internationale Staatengemeinschaft verpflichtet.Überwältigende 85 Prozent der Menschen fliehen in ein Nachbarland. Die wenigsten dieser Länder verfügen über genügend Ressourcen zur Versorgung der Flüchtlinge. Die COVID-19-Pandemie trifft Menschen in meist sehr großen, überfüllten Flüchtlingslagern mit mangelnder gesundheitlicher Versorgung besonders hart. Oft ist nicht einmal sauberes Wasser verfügbar. Erforderliche Hygienemaßnahmen einzuhalten, ist kaum möglich. 
Die Bundesregierung hat rasch reagiert und weitere 300 Millionen Euro für die Eindämmung der Pandemie in humanitären Notlagen zur Verfügung gestellt. Deutschland unterstützt die Vereinten Nationen und die Rotkreuz-Rothalbmondbewegung, um Risiken rasch zu verringern und insbesondere in Flüchtlingslagern konkrete Hilfsmaßnahmen umzusetzen.Das von Bundesminister Gerd Müller rasch auf den Weg gebrachte Corona-Sofortprogramm hilft gezielt in Flüchtlings- und Krisenregionen. Im laufen-den Bundeshaushalt wurden 200 Millionen Euro umgewidmet, damit das BMZ sie dem Welternährungsprogramm und UNICEF bereitstellen kann.
Es sagt etwas aus über die humane Verfasstheit einer Gesellschaft und eines Landes, ob sie Menschen in schwerster Not und Gefahr rasch humanitäre Hilfe zum Überleben zur Verfügung stellt. Deutschland ist ein solches Land, in dem sowohl Staat als auch zahlreiche private Hilfsorganisationen nicht weg-, sondern hinschauen und konkret in Notlagen anpacken. All dieses richtige und wichtige Engagement bleibt dennoch der berühmte Tropfen auf den heißen Stein, wenn es nicht langfristig gelingt, die Lage in den betroffenen Regionen so zu stabilisieren, dass es wieder Perspektiven für die Familien in der eigenen Heimat gibt. So ist humanitäre Hilfe in Krisen zwar oft spektakulär, die nachhaltige Lösung von Konflikten und weiteren Problemen vor allem durch Entwicklung und Zusammenarbeit aber der wichtigere Beitrag für die Zukunft und auch die Würde der Menschen.“
 "
https://www.cducsu.de/presse/pressemitteilungen/fluechtlingen-vor-ort-helfen-und-fluchtursachen-bekaempfen,19.06.2020,"Nina Warken, Volkmar Klein",Flüchtlingen vor Ort helfen und Fluchtursachen bekämpfen,Zahl der Flüchtlinge weltweit ist erneut gestiegen,"Am morgigen Samstag, dem 20. Juni, ist der Weltflüchtlingstag. Dazu erklären der entwicklungspolitische Sprecher der CDU/CSU-Bundestagsfraktion, Volkmar Klein, und die Integrationsbeauftragte Nina Warken: ","Volkmar Klein: ""Die Corona-Pandemie verschärft in vielen Ländern dieser Welt bestehende Probleme. Armut und Hunger nehmen zu. Das ist der Nährboden für neue Gewalt und Instabilität, die wiederum weitere Flüchtlinge zur Folge haben können. Daher ist es gut, dass Deutschland allein für die Entwicklungszusammenarbeit in diesem und im kommenden Jahr 3,1 Milliarden Euro zusätzlich zur Verfügung stellt. Damit kann unser Land einen wichtigen Beitrag leisten, um gerade in den ärmsten Ländern die gesundheitlichen und sozialen Folgen der Pandemie zu bewältigen.""Nina Warken: ""Rund 80 Millionen Menschen sind laut dem UNHCR Jahresbericht Global Trends weltweit auf der Flucht. Damit ist die Zahl der Flüchtlinge einmal mehr gestiegen. Die Tatsache, dass ein Großteil von ihnen aus Furcht vor Gewalt, Verfolgung und Folge von Katastrophen als Binnenflüchtlinge Schutz im eigenen Land sucht, zeigt, dass Hilfe vor Ort dringend geboten ist. Nur wenn wir konsequent Fluchtursachen bekämpfen und entschlossen Konfliktherde lösen, können wir langfristig diese erschreckenden Zahlen senken.""
 "
https://www.cducsu.de/presse/pressemitteilungen/geld-soll-es-nicht-mangeln,19.06.2020,Florian Hahn,An Geld soll es nicht mangeln ,EU-Chefs beraten über Wiederaufbaufonds – Schnelle Hilfe für Überwindung der Corona-Krise,"Die EU-Staats- und Regierungschefs haben bei ihrem Videogipfel am Freitag über den Mehrjährigen Finanzrahmen der EU sowie den damit verbundenen Wiederaufbaufonds beraten. Dazu erklärt der europapolitische Sprecher der CDU/CSU-Fraktion im Deutschen Bundestag, Florian Hahn:","„Ungewöhnliche Zeiten erfordern außergewöhnliche Maßnahmen. Hierin sind sich die EU-Staats- und Regierungschefs grundsätzlich einig. Angesichts der Pandemie ist jetzt schnelle Hilfe für die am stärksten von der Krise betroffenen Länder gefordert. Am Geld soll es nicht mangeln, die Höhe der Mittel muss aber angemessen und bedarfsgerecht sein.Ob der Wiederaufbaufonds insgesamt 750 Milliarden Euro umfassen muss, ist noch nicht spruchreif. Wie hoch die Summe auch ausfällt: Es muss sichergestellt sein, dass die Mittel zielgenau und nach Rechtsstaatskriterien eingesetzt werden und dass sie mit Reformen einhergehen. Dann sind auch Zuschüsse das richtige Mittel.Erstmals soll ein EU-Haushalt mit Schulden aufgestellt werden, das heißt kreditfinanziert sein. Das ist der Ausnahmesituation infolge der Corona-Pandemie geschuldet. Die Abtragung des Schuldenbergs darf man aber nicht, wie vorgesehen, allein der nächsten Generation überlassen. Vielmehr muss man so früh wie möglich damit beginnen, am besten schon in dieser Planungsphase bis 2027.Bundeskanzlerin Merkel und der französische Staatspräsident Macron haben mit ihrem gemeinsamen Vorschlag die Vorlage für den Wiederaufbaufonds geliefert. Jetzt muss der Ball ins Tor, am besten im ersten Monat der deutschen EU-Ratspräsidentschaft.“"
https://www.cducsu.de/presse/pressemitteilungen/wir-unterstuetzen-die-busbranche-dieser-krise-finanziell-und-retten-damit-arbeitsplaetze,19.06.2020,"Alois Rainer, Michael Donth",Wir unterstützen die Busbranche in dieser Krise finanziell und retten damit Arbeitsplätze,Auch die Schutzmaßnahmen im Öffentlichen Personenverkehr sollen schnell angeglichen werden,"Die deutschen Reisebusunternehmen sind von der Corona-Krise besonders stark betroffen. Durch die Reisebeschränkungen stehen seit Mitte März tausende Reisebusse in ganz Deutschland still und kosten dennoch Geld. Über 200.000 Arbeitsplätze sind bedroht. Bundesverkehrsminister Scheuer hat deshalb angekündigt, die Busbranche finanziell zu unterstützen. Dazu erklären der verkehrspolitische Sprecher der CDU/CSU-Bundestagsfraktion, Alois Rainer, und der zuständige Berichterstatter Michael Donth:","Alois Rainer: „Wir greifen der Busbranche in dieser schwierigen Zeit der Corona-Pandemie finanziell kräftig unter die Arme und retten damit Arbeitsplätze. Denn der Reisebus ist mehr als nur ein Verkehrsmittel für touristische Zwecke. Die Unternehmen tragen auch den Fernbus-Verkehr, Teile des ÖPNV wie beispielsweise Schulbusse, und vieles andere mehr. Die Reisebusbranche ist Mittelstand pur. Häufig handelt es sich hier um Familienunternehmen, für die es im Augenblick um die Existenz geht.“Michael Donth: „Dass die Reisebusunternehmen schon im Juli mit 170 Millionen Euro unterstützt werden können, ist ein wichtiger Erfolg. Die bisherigen Maßnahmen wie das Kurzarbeitergeld oder finanzielle Soforthilfe konnten diese Branche nicht allein retten. Auch die stehenden Busse verursachen weiter hohe Fixkosten. Die Reisebus-Branche leidet bis heute dramatisch unter der Corona-Krise und dem Problem, dass zwar viele Länder wieder für touristischen Reisebusverkehr offenstehen, die Regelungen für Hygieneschutzmaßnahmen aber schon von Bundesland zu Bundesland unterschiedlich sind. Wir sind daher froh, dass die Regierungschefs der Länder zusammen mit der Kanzlerin am vergangenen Mittwoch auch auf unseren Druck hin eine schnelle Angleichung der Schutzmaßnahmen im Öffentlichen Personenverkehr in Aussicht gestellt haben.“"
https://www.cducsu.de/presse/pressemitteilungen/union-schuetzt-rechte-der-wohnungseigentuemer,19.06.2020,Dr. Jan-Marco Luczak,Union schützt Rechte der Wohnungseigentümer,Reform des Wohnungseigentumsrechts wird nicht vor Sommer durchgepeitscht,"Die CDU/CSU-Fraktion im Deutschen Bundestag hat dem Vorstoß des SPD-geführten Justizministeriums eine klare Absage erteilt, das neue Wohnungseigentumsrecht im Hauruck-Verfahren noch schnell vor der Sommerpause zu verabschieden. Die Reform des Gesetzes ist grundlegend – sorgfältige Beratung muss daher vor Schnelligkeit gehen. Hierzu erklärt der rechts- und verbraucherpolitische Sprecher der CDU/CSU-Fraktion im Deutschen Bundestag Dr. Jan-Marco Luczak:","„Es geht um eine grundlegende Reform, die Wohnungseigentümergemeinschaften handlungsfähiger machen und den vorhandenen Modernisierungsstau auflösen soll. Das darf aber nicht dazu führen, dass Eigentümerrechte entwertet werden. Das werden wir als Union nicht zulassen.Deswegen haben wir verhindert, dass das SPD-Justizministerium das Gesetz noch schnell vor der Sommerpause in einem Hauruck-Verfahren durchpeitscht. Uns ist wichtig, dass die Rechte der Millionen von Wohnungseigentümern in Deutschland gewahrt bleiben und diese auch künftig bei der Wohnungsverwaltung den Hut aufbehalten. Im Innenverhältnis sollen Verwalter daher nur Angelegenheiten von untergeordneter Bedeutung selbständig regeln können, die nicht zu erheblichen Verpflichtungen der Wohnungseigentümer führen. Im Außenverhältnis wollen wir entgegen dem Entwurf des Justizministeriums Grundstücks- und Kreditgeschäfte zu Lasten der Wohnungseigentümer ausschließen. Die Union ist Garant dafür, dass über teure und bedeutsame Angelegenheiten auch künftig die Wohnungseigentümer selbst entscheiden.Entscheidend ist für uns, dass mit der Reform der Modernisierungsstau in Wohnungseigentümergemeinschaften aufgelöst wird, denn wir wollen Barrierefreiheit, Klima- und Einbruchschutz voranbringen. Beschlussfassungen über solche baulichen Maßnahmen müssen daher leichter werden, ohne aber wirtschaftlich schwächer aufgestellte Eigentümer zu überfordern. Hier ist der Gesetzentwurf aus dem SPD-Haus noch nicht ausgereift. Die vielen schwierigen Fragen der Kostentragung bei Modernisierungsmaßnahmen und der Stellung des Verwalters müssen sorgfältig beraten und nicht übereilt beschlossen werden.“"
https://www.cducsu.de/presse/pressemitteilungen/gebaeudeenergiegesetz-ist-ein-meilenstein-der-energie-und-wohnpolitik,18.06.2020,18.06.2020,Gebäudeenergiegesetz ist ein Meilenstein der Energie- und Wohnpolitik,Nutzungsmöglichkeiten von Photovoltaik und Biomethan stärken / Bezahlbarkeit des Bauens sichern,"Der Deutsche Bundestag hat das Gebäudeenergiegesetz beschlossen, das die bisherige Energie-Einsparverordnung und das Erneuerbare Energie-Wärmegesetz zusammenfasst. Dazu erklärt der wirtschafts- und energiepolitische Sprecher der CDU/CSU-Bundestagsfraktion Joachim Pfeiffer:","„Das Gebäudeenergiegesetz ist ein wichtiger energie- und wohnpolitischer Meilenstein. Mit dem Gesetz wird ein neues, einheitliches Regelwerk für Gebäudeenergieeffizienz und die Nutzung von Wärme aus erneuerbaren Energien geschaffen. Damit wird Planen und Bauen erleichtert. Zudem wird die Bezahlbarkeit des Bauens gesichert.Der Fraktion ist es gelungen, das Gesetz weiter zu verbessern. Insbesondere Nutzungsmöglichkeiten von Photovoltaik und Biomethan sowie innovative Ansätze werden gestärkt. Außerdem kommt es zu keinen Verschärfungen des Anforderungsprofils beim Neubau und Gebäudebestand. Dafür hat die Union gesorgt.“"
https://www.cducsu.de/presse/pressemitteilungen/neues-gesetz-vereint-kostenbewusstes-bauen-und-klimaschutz,18.06.2020,Dipl.-Ing. (FH) Michael Kießling,Neues Gesetz vereint kostenbewusstes Bauen und Klimaschutz,Gesetz zur Vereinheitlichung des Energieeinsparrechts für Gebäude leistet einen Beitrag zur Entbürokratisierung,"Anlässlich der abschließenden Beratung des Gesetzes zur Vereinheitlichung des Energieeinsparrechts für Gebäude am heutigen Donnerstag erklären Kai Wegner, baupolitischer Sprecher der CDU/CSU-Bundestagsfraktion und Michael Kießling, Mitglied des Bauausschusses:","Kai Wegner: „Mit dem neuen Gesetz werden drei bestehende Vorschriften endlich in einem Gesamttext zusammengefasst. Mit dieser Straffung der Bauvorschriften wird ein Beitrag zur Entbürokratisierung geleistet. Das Gesetz schafft die Grundlage für eine künftige harmonische Weiterentwicklung der Vorschriften zur Energieeffizienz und zur Nutzung Erneuerbarer Energien im Gebäudesektor.“Michael Kießling: „Wir zeigen mit diesem Gesetz: Kostenbewusstes Bauen und Klimaschutz schließen sich nicht aus. Ein guter Wärmeschutz ist heute schon Standard. Damit erfüllen wir bereits die Anforderungen der EU-Richtlinie über die Gesamtenergieeffizienz von Gebäuden. Bei der nachhaltigen Haustechnik und Nutzung von regenerativen Energien gibt es noch Potenzial, das wir mit dem Gesetz ebenfalls in den Blick nehmen. Mit dem Gesetz stärken wir den Dreiklang aus Energieeffizienz, Klimaschutz und Bezahlbarkeit.“"
https://www.cducsu.de/presse/pressemitteilungen/lebensmittelpreise-nicht-auf-kosten-der-landwirtschaft-senken,18.06.2020,"Albert Stegemann, Hans-Jürgen Thies",Lebensmittelpreise nicht auf Kosten der Landwirtschaft senken,Koalitionsfraktionen bringen Zweites Corona-Steuerhilfegesetz auf den Weg ,"Am morgigen Freitag wird der Deutsche Bundestag erstmals über das von den Koalitionsfraktionen eingebrachte „Zweite Corona-Steuerhilfegesetz“ beraten. Dazu erklären der agrarpolitische Sprecher der CDU/CSU-Bundestagsfraktion, Albert Stegemann, und der zuständige Berichterstatter, Hans-Jürgen Thies:","Albert Stegemann: „Die steuerlichen Maßnahmen sind für viele landwirtschaftliche Betriebe eine Entlastung. Die Versorgung mit hochwertigen und vielfältigen Lebensmitteln hat für uns in Deutschland und in Europa weiterhin höchste Priorität. Landwirte müssen dabei von ihrer Arbeit leben können. Die steuerlichen Entlastungen dürfen nicht dazu führen, dass Preissenkungen bei Lebensmitteln zu Lasten der Landwirtinnen und Landwirte gehen.“Hans-Jürgen Thies: „Die Corona-Pandemie stellt nahezu alle Wirtschaftsbereiche vor enorme Herausforderungen. Auch die Land- und Forstwirtschaft hat mit Absatzeinbußen, Lieferengpässen und Investitionsunsicherheiten zu kämpfen. Mit dem umfangreichen Maßnahmenbündel sorgen wir dafür, dass sich unsere heimischen Betriebe nach dem Corona-Schock schnell erholen und konjunkturellen Aufschwung erfahren. Die Verlängerung der Reinvestitionsfristen, die Erhöhung des Verlustrücktrags, die Reduzierung der Umsatzsteuer und die Einführung der degressiven Abschreibung stellt zügig Liquidität zur Verfügung und trägt zur wirtschaftlichen Erholung bei. Die Versorgung mit regionalen und hochwertigen Lebensmitteln hat größten Stellenwert und gehört zur systemrelevanten kritischen Infrastruktur.“"
https://www.cducsu.de/presse/pressemitteilungen/digitaltag-nutzen,18.06.2020,Nadine Schön,Digitaltag nutzen,"Digitaltag informiert, sensibilisiert und regt zum Diskutieren an","Am morgigen Freitag findet der Digitaltag statt. Bei dieser virtuellen Veranstaltung werden aus allen Teilen des Landes dezentral Veranstaltungen organisiert, die für alle Menschen zugänglich sind und die die Akzeptanz der Digitalisierung stärken sollen. Hierzu erklären die Stellvertretende Vorsitzende der CDU/CSU-Bundestagsfraktion, Nadine Schön, und der digitalpolitische Sprecher der CDU/CSU-Bundestagsfraktion, Tankred Schipanski:","Schön: „Die Digitalisierung als Chance begreifen – Technik erlebbar machen. Das ist das Ziel des Digitaltages. Jede Veranstaltung trägt dazu bei, dass die Digitalisierung und deren Potenzial besser verstanden wird und damit der digitale Wandel in unserer Gesellschaft mehr Akzeptanz findet. Es gilt, damit bereits bei den Kleinsten in unserer Gesellschaft anzufangen. Wir müssen die Krise nutzen, damit sich digitale Bildung in Deutschland endlich durchsetzt. Ein ‚Weiter so‘ darf es nicht geben. Deswegen brauchen wir einen digitalen Bildungsgipfel: Bund und Länder müssen sich jetzt zusammensetzen und gemeinsam Defizite beheben und die Zukunft der Bildung gestalten. Wir brauchen einen bildungspolitischen ‚Neustaat‘. Und: Der Staat muss bei sich selbst anfangen. Nicht erst seit Corona schauen wir mit Sorge auf Föderalismus, Verwaltung und internationale Zusammenarbeit. Während die Welt sich in tosendem Tempo verändert, stößt der Staat an seine Grenzen. Projekte dauern zu lange oder scheitern ganz. Wir sitzen in der Komplexitätsfalle: Wir sind häufig zu hierarchisch, zu bürokratisch und zu langsam. Das muss sich ändern; das ist unser Ziel.“Schipanski: „Der Digitaltag bringt Menschen zusammen, die die digitale Zukunft unseres Landes gestalten möchten. Dabei können sich Interessierte über Digitalthemen informieren und mitdiskutieren. Hierfür haben unterschiedlichste Organisationen in ganz Deutschland virtuelle Veranstaltungen organisiert. Ziel ist es, für die Herausforderungen und Chancen der digitalen Gesellschaft zu sensibilisieren. Besonders gelungen finde ich, dass der Digitaltag auch kleineren Organisationen in weniger zentralen Regionen Aufmerksamkeit für ihre spannenden Projekte bringt. Den Austausch mit Interessierten und fachkundigen Menschen zu stärken, ist charakteristisch für den Digitaltag.“"
